"","지번주소","lon","lat","아파트"
"346","충청남도 천안시 목천읍 신계리 103-4",127.215557,36.771473,"목천신도브래뉴1차"
"347","충청남도 천안시 목천읍 신계리 127-2",127.208455,36.771033,"천안목천협성엠파이어"
"348","충청남도 천안시 목천읍 삼성리 9-12",127.177721,36.759407,"원앙마을부영1차"
"349","충청남도 천안시 목천읍 삼성리 9-6",127.177064,36.761239,"원앙마을부영2차"
"350","충청남도 천안시 북면 연춘리 123-3",127.249495,36.769444,"금오"
"351","충청남도 천안시 북면 상동리 91-6",127.268926,36.769858,"중앙"
"352","충청남도 천안시 병천면 가전리 68-3",127.288033,36.764694,"신한"
"353","충청남도 천안시 병천면 탑원리 109-1",127.316171,36.764395,"레이크팰리스"
"354","충청남도 천안시 오룡동 123-9",127.151918,36.805804,"씨타운"
"355","충청남도 천안시 원성동 558-1",127.155457,36.802483,"우성6"
"356","충청남도 천안시 원성동 529-11",127.163189,36.80417,"태성산호"
"357","충청남도 천안시 원성동 481-1",127.162285,36.807981,"초원라이프"
"358","충청남도 천안시 원성동 480-7",127.160762,36.808242,"한신"
"359","충청남도 천안시 구성동 388-72",127.159471,36.793218,"구성I-PARK"
"360","충청남도 천안시 구성동 442-6",127.162187,36.79683,"동원"
"361","충청남도 천안시 다가동 520",127.144418,36.802851,"한성"
"362","충청남도 천안시 용곡동 605",127.13644,36.790284,"용곡동일하이빌하이씨티3단지"
"363","충청남도 천안시 쌍용동 554",127.132852,36.802183,"대우목화4"
"364","충청남도 천안시 신부동 859",127.151318,36.823593,"우방"
"365","충청남도 천안시 신부동 978",127.156595,36.82799,"힐스테이트천안신부"
"366","충청남도 천안시 신부동 507-1",127.163226,36.818035,"새한(5)"
"367","충청남도 천안시 안서동 211",127.188934,36.838025,"부경파크빌2차"
"368","충청남도 천안시 목천읍 서리 58-1",127.233969,36.782795,"재동보라"
"369","충청남도 천안시 목천읍 운전리 380-3",127.229792,36.772212,"연합초원"
"370","충청남도 천안시 목천읍 응원리 66-14",127.18956,36.770296,"세광엔리치빌1차"
"371","충청남도 천안시 성남면 석곡리 351-4",127.224143,36.738988,"태영그린"
"372","충청남도 천안시 병천면 병천리 308",127.295228,36.760611,"아우네아파트"
"373","충청남도 천안시 병천면 병천리 302",127.295741,36.759756,"병천모드니에"
"374","충청남도 천안시 병천면 탑원리 110",127.314997,36.764524,"중앙"
"375","충청남도 천안시 영성동 155-3",127.151913,36.797419,"금성1"
"376","충청남도 천안시 원성동 598-1",127.154413,36.800609,"우성(주택)"
"377","충청남도 천안시 원성동 126-2",127.157778,36.805383,"로얄비둘기"
"378","충청남도 천안시 구성동 300-6",127.162076,36.792692,"향목그라비스"
"379","충청남도 천안시 청수동 267",127.149198,36.789128,"경남아너스빌"
"380","충청남도 천안시 청당동 609",127.159664,36.788849,"산운마을부영사랑으로"
"381","충청남도 천안시 봉명동 212-2",127.133388,36.805474,"대우목화(6차)"
"382","충청남도 천안시 봉명동 60-54",127.1371,36.808399,"봉명동선경"
"383","충청남도 천안시 신방동 783-8",127.119479,36.787743,"보광그랑베르"
"384","충청남도 천안시 신부동 58-24",127.163782,36.814779,"동남로얄"
"385","충청남도 천안시 신부동 900",127.151379,36.821344,"우방유쉘"
"386","충청남도 천안시 신부동 56-20",127.16457,36.814949,"신부동극동아파트"
"387","충청남도 천안시 안서동 337-2",127.188934,36.838025,"메가시티1"
"388","충청남도 천안시 영성동 67-2",127.152285,36.799421,"영성펜타폴리스25"
"389","충청남도 천안시 원성동 446-3",127.163706,36.811171,"경성그린"
"390","충청남도 천안시 원성동 452-5",127.161427,36.809672,"신성맨숀"
"391","충청남도 천안시 청당동 980",127.160972,36.779137,"행정타운두산위브더파크"
"392","충청남도 천안시 신부동 986",127.160362,36.816741,"신부동도솔노블시티동문굿모닝힐"
"393","충청남도 천안시 목천읍 신계리 166-22",127.210348,36.775014,"연합초원"
"394","충청남도 천안시 신부동 910",127.149948,36.820698,"우방유쉘(910)"
"395","충청남도 천안시 병천면 병천리 43-5",127.305416,36.767341,"신세계"
"396","충청남도 천안시 청당동 978",127.150848,36.778082,"청당동한양수자인블루시티"
"397","충청남도 천안시 원성동 582-1",127.160126,36.799051,"메가시티2"
"398","충청남도 천안시 원성동 299-8",127.153415,36.80543,"미림"
"399","충청남도 천안시 봉명동 513",127.137077,36.80623,"봉서산아이파크"
"400","충청남도 천안시 용곡동 580",127.135422,36.791944,"용곡마을동일하이빌(2단지)"
"401","충청남도 천안시 영성동 20-1",127.15087,36.804428,"형우이즈뷰아파트"
"402","충청남도 천안시 영성동 80-4",127.150958,36.802253,"파고다"
"403","충청남도 천안시 안서동 546",127.188934,36.838025,"안서코아루"
"404","충청남도 천안시 목천읍 신계리 288-1",127.206575,36.772508,"이스트블루"
"405","충청남도 천안시 다가동 7-1",127.148719,36.796713,"국민(가,나)"
"406","충청남도 천안시 신부동 905",127.151149,36.820812,"우방유쉘(905)"
"407","충청남도 천안시 안서동 192-1",127.188934,36.838025,"안서2차e-편한세상"
"408","충청남도 천안시 성황동 45-9",127.150136,36.814024,"씨티뷰(원룸)"
"409","충청남도 천안시 청당동 992",127.146823,36.779767,"청당코오롱하늘채"
"410","충청남도 천안시 성황동 34-3",127.151812,36.814601,"성황비둘기"
"411","충청남도 천안시 봉명동 110-4",127.138425,36.810038,"공작(가나)"
"412","충청남도 천안시 봉명동 40-218",127.138647,36.803388,"한양"
"413","충청남도 천안시 사직동 112-1",127.147793,36.802765,"보형"
"414","충청남도 천안시 영성동 5-3",127.15256,36.802447,"그랑채"
"415","충청남도 천안시 영성동 155",127.151447,36.797286,"금성3"
"416","충청남도 천안시 원성동 555-1",127.154693,36.801443,"우성5"
"417","충청남도 천안시 원성동 544-4",127.160263,36.803916,"경성"
"418","충청남도 천안시 봉명동 204-3",127.134651,36.811647,"e편한세상봉명아너리움"
"419","충청남도 천안시 다가동 6-50",127.148783,36.795823,"삼오연립(A동)"
"420","충청남도 천안시 사직동 214-26",127.147842,36.801286,"FIRSTIAN"
"421","충청남도 천안시 원성동 626-1",127.15703,36.798945,"비둘기(AB)"
"422","충청남도 천안시 성황동 45-15",127.149956,36.814288,"씨티뷰"
"423","충청남도 천안시 다가동 393-19",127.139767,36.798974,"학산"
"424","충청남도 천안시 원성동 595-6",127.155446,36.798813,"우성브이아이피"
"425","충청남도 천안시 봉명동 217-3",127.133646,36.802863,"남양"
"426","충청남도 천안시 문화동 179",127.150369,36.807407,"힐스테이트천안"
"427","충청남도 천안시 영성동 48-9",127.151359,36.802549,"형우이즈뷰아파트2차2동"
"428","충청남도 천안시 원성동 595-1",127.154958,36.798907,"평화"
"429","충청남도 천안시 오룡동 112-1",127.150526,36.804834,"정남캐슬"
"430","충청남도 천안시 청수동 218-94",127.153621,36.794791,"노브럴하우스"
"431","충청남도 천안시 신부동 499-3",127.16281,36.818813,"새한(7)"
"432","충청남도 천안시 봉명동 205-3",127.135221,36.809238,"세정"
"433","충청남도 천안시 신부동 494-9",127.160793,36.819565,"새한6"
"434","충청남도 천안시 쌍용동 558-6",127.133355,36.800616,"대우장미"
"435","충청남도 천안시 문화동 180",127.151682,36.80953,"천안역필하우스에듀시티(1단지)"
"436","충청남도 천안시 신부동 494-10",127.160335,36.81929,"새한(8)"
"437","충청남도 천안시 청수동 435",127.15313,36.791246,"청수행정타운금호어울림"
"438","충청남도 천안시 청당동 1001",127.153608,36.780207,"청당서희스타힐스"
"439","충청남도 천안시 문화동 181",127.151682,36.80953,"천안역필하우스에듀시티(2단지)"
"440","충청남도 천안시 청당동 1005",127.153608,36.780207,"행정타운센트럴두산위브"
