,아파트명,면적,법정동주소,도로명주소,latitude,longitude,세대수,임대세대수,최고층,최저층,용적률,건폐율,주차대수,건설사,난방,공급면적,전용면적,전용율,방수,욕실수,해당면적_세대수,현관구조,재산세,재산세합계,지방교육세,재산세_도시지역분,종합부동산세,결정세액,농어촌특별세,가격,겨울관리비,여름관리비,매매호가,전세호가,월세호가,실거래가,초등학교_학군정보,초등학교_설립정보,초등학교_남학생수,초등학교_여학생수
3,하이스타운프라임(도시형),26A㎡,충청남도 천안시 서북구 두정동 1328,충청남도 천안시 서북구 성정두정로 71,36.831928,127.14126,53.0,0.0,7.0,4.0,380,77,13.0,하이스종합건설(주),HT001,26.97,18.17,67,1,1,6,계단식,7808.0,31231.0,1562.0,21861.0,0.0,0.0,0.0,33500.0,,,,,,,천안신대초등학교,공립,333.0,312.0
4,하이스타운프라임(도시형),27C㎡,충청남도 천안시 서북구 두정동 1328,충청남도 천안시 서북구 성정두정로 71,36.831928,127.14126,53.0,0.0,7.0,4.0,380,77,13.0,하이스종합건설(주),HT001,27.6,18.6,67,1,1,5,계단식,7808.0,31231.0,1562.0,21861.0,0.0,0.0,0.0,,,,,,,,천안신대초등학교,공립,333.0,312.0
5,하이스타운프라임(도시형),27B㎡,충청남도 천안시 서북구 두정동 1328,충청남도 천안시 서북구 성정두정로 71,36.831928,127.14126,53.0,0.0,7.0,4.0,380,77,13.0,하이스종합건설(주),HT001,27.47,18.51,67,1,1,2,계단식,7808.0,31231.0,1562.0,21861.0,0.0,0.0,0.0,,,,,,,,천안신대초등학교,공립,333.0,312.0
6,하이스타운프라임(도시형),32A㎡,충청남도 천안시 서북구 두정동 1328,충청남도 천안시 서북구 성정두정로 71,36.831928,127.14126,53.0,0.0,7.0,4.0,380,77,13.0,하이스종합건설(주),HT001,32.69,22.03,67,1,1,5,계단식,8955.0,35820.0,1791.0,25074.0,0.0,0.0,0.0,,,,,,,,천안신대초등학교,공립,333.0,312.0
7,하이스타운프라임(도시형),34B㎡,충청남도 천안시 서북구 두정동 1328,충청남도 천안시 서북구 성정두정로 71,36.831928,127.14126,53.0,0.0,7.0,4.0,380,77,13.0,하이스종합건설(주),HT001,34.57,23.29,67,1,1,5,계단식,9225.0,36900.0,1845.0,25830.0,0.0,0.0,0.0,,,,,,,,천안신대초등학교,공립,333.0,312.0
8,하이스타운프라임(도시형),35㎡,충청남도 천안시 서북구 두정동 1328,충청남도 천안시 서북구 성정두정로 71,36.831928,127.14126,53.0,0.0,7.0,4.0,380,77,13.0,하이스종합건설(주),HT001,35.43,23.87,67,1,1,5,계단식,9225.0,36900.0,1845.0,25830.0,0.0,0.0,0.0,,,,,,,,천안신대초등학교,공립,333.0,312.0
9,하이스타운프라임(도시형),48A㎡,충청남도 천안시 서북구 두정동 1328,충청남도 천안시 서북구 성정두정로 71,36.831928,127.14126,53.0,0.0,7.0,4.0,380,77,13.0,하이스종합건설(주),HT001,48.01,32.35,67,2,1,3,계단식,12960.0,51840.0,2592.0,36288.0,0.0,0.0,0.0,,,,,,,,천안신대초등학교,공립,333.0,312.0
10,하이스타운프라임(도시형),48B㎡,충청남도 천안시 서북구 두정동 1328,충청남도 천안시 서북구 성정두정로 71,36.831928,127.14126,53.0,0.0,7.0,4.0,380,77,13.0,하이스종합건설(주),HT001,48.67,32.79,67,2,1,3,계단식,12960.0,51840.0,2592.0,36288.0,0.0,0.0,0.0,,,,,,,,천안신대초등학교,공립,333.0,312.0
11,하이스타운프라임(도시형),54A㎡,충청남도 천안시 서북구 두정동 1328,충청남도 천안시 서북구 성정두정로 71,36.831928,127.14126,53.0,0.0,7.0,4.0,380,77,13.0,하이스종합건설(주),HT001,54.78,36.91,67,2,1,3,계단식,14828.0,59311.0,2966.0,41517.0,0.0,0.0,0.0,,,,,,,,천안신대초등학교,공립,333.0,312.0
12,하이스타운프라임(도시형),55B,충청남도 천안시 서북구 두정동 1328,충청남도 천안시 서북구 성정두정로 71,36.831928,127.14126,53.0,0.0,7.0,4.0,380,77,13.0,하이스종합건설(주),HT001,55.52,37.41,67,2,1,3,계단식,14828.0,59311.0,2966.0,41517.0,0.0,0.0,0.0,,,,,,,,천안신대초등학교,공립,333.0,312.0
0,한성필하우스1차,89㎡,충청남도 천안시 서북구 두정동 1000,충청남도 천안시 서북구 부성6길 11,36.836523,127.134568,600.0,0.0,15.0,15.0,266,22,611.0,한성종합건설(주),HT001,89.99,71.04,79,3,2,285,계단식,28800.0,115200.0,5760.0,80640.0,0.0,0.0,0.0,30000.0,173136,167125,"1억 7,500~1억 9,500","1억 6,000",,,천안부성초등학교,공립,332.0,335.0
1,한성필하우스1차,105A㎡,충청남도 천안시 서북구 두정동 1000,충청남도 천안시 서북구 부성6길 11,36.836523,127.134568,600.0,0.0,15.0,15.0,266,22,611.0,한성종합건설(주),HT001,105.41,84.88,81,3,2,15,계단식,38400.0,141840.0,7680.0,95760.0,0.0,0.0,0.0,33500.0,206871,199688,,,,,천안부성초등학교,공립,332.0,335.0
2,한성필하우스1차,107B,충청남도 천안시 서북구 두정동 1000,충청남도 천안시 서북구 부성6길 11,36.836523,127.134568,600.0,0.0,15.0,15.0,266,22,611.0,한성종합건설(주),HT001,107.41,84.89,79,3,2,300,계단식,36600.0,137160.0,7320.0,93240.0,0.0,0.0,0.0,33500.0,206886,199704,"2억 2,500~2억 6,000",2억,,,천안부성초등학교,공립,332.0,335.0
0,한성필하우스2차,50㎡,충청남도 천안시 서북구 두정동 1886,충청남도 천안시 서북구 두정고8길 24,36.837678,127.133569,99.0,0.0,15.0,4.0,239,24,73.0,한성종합건설(주),HT001,50.42,35.98,71,2,1,1,계단식,14355.0,57420.0,2871.0,40194.0,0.0,0.0,0.0,30000.0,,,,,,,천안부성초등학교,공립,332.0,335.0
1,한성필하우스2차,54㎡,충청남도 천안시 서북구 두정동 1886,충청남도 천안시 서북구 두정고8길 24,36.837678,127.133569,99.0,0.0,15.0,4.0,239,24,73.0,한성종합건설(주),HT001,54.99,38.68,70,2,1,96,계단식,15953.0,63811.0,3191.0,44667.0,0.0,0.0,0.0,33500.0,,,"1억 2,000~1억 3,500",,"1,000/70","1,000/70",천안부성초등학교,공립,332.0,335.0
2,한성필하우스2차,101,충청남도 천안시 서북구 두정동 1886,충청남도 천안시 서북구 두정고8길 24,36.837678,127.133569,99.0,0.0,15.0,4.0,239,24,73.0,한성종합건설(주),HT001,101.3,73.34,72,3,2,2,계단식,22950.0,91800.0,4590.0,64260.0,0.0,0.0,0.0,33500.0,,,,,,,천안부성초등학교,공립,332.0,335.0
0,한성필하우스3차,80㎡,충청남도 천안시 서북구 두정동 2035,충청남도 천안시 서북구 봉정로 366,36.834355,127.147507,832.0,0.0,15.0,12.0,207,19,852.0,한성종합건설(주),HT001,80.88,59.9,74,3,2,240,계단식,42450.0,152370.0,8490.0,101430.0,0.0,0.0,0.0,30000.0,150667,142203,"2억 1,500~2억 4,500","1억 8,000","2,000/75","2,000/75",천안두정초등학교,공립,427.0,460.0
1,한성필하우스3차,95㎡,충청남도 천안시 서북구 두정동 2035,충청남도 천안시 서북구 봉정로 366,36.834355,127.147507,832.0,0.0,15.0,12.0,207,19,852.0,한성종합건설(주),HT001,95.89,74.78,78,3,2,30,계단식,47850.0,166410.0,9570.0,108990.0,0.0,0.0,0.0,33500.0,188101,177534,"3억 5,000",,,,천안두정초등학교,공립,427.0,460.0
2,한성필하우스3차,107㎡,충청남도 천안시 서북구 두정동 2035,충청남도 천안시 서북구 봉정로 366,36.834355,127.147507,832.0,0.0,15.0,12.0,207,19,852.0,한성종합건설(주),HT001,107.98,84.91,79,3,2,442,계단식,61800.0,202680.0,12360.0,128520.0,0.0,0.0,0.0,33500.0,213575,201578,"2억 6,000~3억 4,000","2억 2,000","2,000/100","2,000/100",천안두정초등학교,공립,427.0,460.0
3,한성필하우스3차,154,충청남도 천안시 서북구 두정동 2035,충청남도 천안시 서북구 봉정로 366,36.834355,127.147507,832.0,0.0,15.0,12.0,207,19,852.0,한성종합건설(주),HT001,154.4,124.12,80,4,2,120,계단식,84750.0,262350.0,16950.0,160650.0,0.0,0.0,0.0,33500.0,312200,294662,4억~5억,3억,,,천안두정초등학교,공립,427.0,460.0
0,해피드림3차(도시형),52A㎡,충청남도 천안시 서북구 두정동 1417,충청남도 천안시 서북구 두정상가5길 6,36.830289,127.143495,120.0,0.0,10.0,10.0,680,78,85.0,정진종합건설주식회사,HT001,52.25,35.75,68,1,1,16,복도식,,,,,,,,30000.0,,,,,,,천안신대초등학교,공립,333.0,312.0
1,해피드림3차(도시형),53B㎡,충청남도 천안시 서북구 두정동 1417,충청남도 천안시 서북구 두정상가5길 6,36.830289,127.143495,120.0,0.0,10.0,10.0,680,78,85.0,정진종합건설주식회사,HT001,53,36.25,68,1,1,16,복도식,,,,,,,,33500.0,,,,,,,천안신대초등학교,공립,333.0,312.0
2,해피드림3차(도시형),57B㎡,충청남도 천안시 서북구 두정동 1417,충청남도 천안시 서북구 두정상가5길 6,36.830289,127.143495,120.0,0.0,10.0,10.0,680,78,85.0,정진종합건설주식회사,HT001,57.47,39.31,68,1,1,64,복도식,,,,,,,,33500.0,,,"8,500~9,500",,500/60,500/60,천안신대초등학교,공립,333.0,312.0
3,해피드림3차(도시형),57A㎡,충청남도 천안시 서북구 두정동 1417,충청남도 천안시 서북구 두정상가5길 6,36.830289,127.143495,120.0,0.0,10.0,10.0,680,78,85.0,정진종합건설주식회사,HT001,57.38,39.25,68,1,1,16,복도식,,,,,,,,33500.0,,,,,,,천안신대초등학교,공립,333.0,312.0
4,해피드림3차(도시형),71,충청남도 천안시 서북구 두정동 1417,충청남도 천안시 서북구 두정상가5길 6,36.830289,127.143495,120.0,0.0,10.0,10.0,680,78,85.0,정진종합건설주식회사,HT001,71.81,49.13,68,1,1,8,복도식,,,,,,,,,,,,,,,천안신대초등학교,공립,333.0,312.0
0,해피드림4차(도시형),39㎡,충청남도 천안시 서북구 두정동 1418,충청남도 천안시 서북구 두정상가5길 2,36.830074,127.14361,110.0,0.0,12.0,12.0,785,75,74.0,정진종합건설주식회사,HT001,39.24,28.87,74,1,1,10,계단식,,,,,,,,30000.0,,,,,,,천안신대초등학교,공립,333.0,312.0
1,해피드림4차(도시형),58B㎡,충청남도 천안시 서북구 두정동 1418,충청남도 천안시 서북구 두정상가5길 2,36.830074,127.14361,110.0,0.0,12.0,12.0,785,75,74.0,정진종합건설주식회사,HT001,58.08,42.73,74,2,1,30,계단식,,,,,,,,33500.0,,,"1억 1,000~1억 2,000",,"1,000/65","1,000/65",천안신대초등학교,공립,333.0,312.0
2,해피드림4차(도시형),59A㎡,충청남도 천안시 서북구 두정동 1418,충청남도 천안시 서북구 두정상가5길 2,36.830074,127.14361,110.0,0.0,12.0,12.0,785,75,74.0,정진종합건설주식회사,HT001,59.14,43.51,74,2,1,40,계단식,,,,,,,,33500.0,,,"1억 1,000~1억 2,000","1억 2,000",,,천안신대초등학교,공립,333.0,312.0
3,해피드림4차(도시형),61㎡,충청남도 천안시 서북구 두정동 1418,충청남도 천안시 서북구 두정상가5길 2,36.830074,127.14361,110.0,0.0,12.0,12.0,785,75,74.0,정진종합건설주식회사,HT001,61.82,45.48,74,2,1,10,계단식,,,,,,,,33500.0,,,"1억 2,000",,,,천안신대초등학교,공립,333.0,312.0
4,해피드림4차(도시형),67A㎡,충청남도 천안시 서북구 두정동 1418,충청남도 천안시 서북구 두정상가5길 2,36.830074,127.14361,110.0,0.0,12.0,12.0,785,75,74.0,정진종합건설주식회사,HT001,67.09,49.36,74,3,1,10,계단식,,,,,,,,,,,,,,,천안신대초등학교,공립,333.0,312.0
5,해피드림4차(도시형),67B,충청남도 천안시 서북구 두정동 1418,충청남도 천안시 서북구 두정상가5길 2,36.830074,127.14361,110.0,0.0,12.0,12.0,785,75,74.0,정진종합건설주식회사,HT001,67.31,49.52,74,3,1,10,계단식,,,,,,,,,,,,,,,천안신대초등학교,공립,333.0,312.0
0,해피빌(도시형),22B㎡,충청남도 천안시 서북구 두정동 1299,충청남도 천안시 서북구 두정상가1길 32-5,36.833111,127.139669,18.0,0.0,5.0,4.0,271,73,4.0,(주)중해건설,HT001,22.72,17.29,76,2,1,3,계단식,,,,,,,,33500.0,,,,,,,천안신대초등학교,공립,333.0,312.0
1,해피빌(도시형),22A㎡,충청남도 천안시 서북구 두정동 1299,충청남도 천안시 서북구 두정상가1길 32-5,36.833111,127.139669,18.0,0.0,5.0,4.0,271,73,4.0,(주)중해건설,HT001,22.59,17.29,77,2,1,1,계단식,,,,,,,,30000.0,,,,,,,천안신대초등학교,공립,333.0,312.0
2,해피빌(도시형),25㎡,충청남도 천안시 서북구 두정동 1299,충청남도 천안시 서북구 두정상가1길 32-5,36.833111,127.139669,18.0,0.0,5.0,4.0,271,73,4.0,(주)중해건설,HT001,25.77,19.61,76,2,1,3,계단식,,,,,,,,33500.0,,,,,,,천안신대초등학교,공립,333.0,312.0
3,해피빌(도시형),28B㎡,충청남도 천안시 서북구 두정동 1299,충청남도 천안시 서북구 두정상가1길 32-5,36.833111,127.139669,18.0,0.0,5.0,4.0,271,73,4.0,(주)중해건설,HT001,28.91,22,76,2,1,3,계단식,,,,,,,,,,,,,,,천안신대초등학교,공립,333.0,312.0
4,해피빌(도시형),28A㎡,충청남도 천안시 서북구 두정동 1299,충청남도 천안시 서북구 두정상가1길 32-5,36.833111,127.139669,18.0,0.0,5.0,4.0,271,73,4.0,(주)중해건설,HT001,28.74,22,77,2,1,1,계단식,,,,,,,,33500,,,,,,,천안신대초등학교,공립,333.0,312.0
5,해피빌(도시형),33A㎡,충청남도 천안시 서북구 두정동 1299,충청남도 천안시 서북구 두정상가1길 32-5,36.833111,127.139669,18.0,0.0,5.0,4.0,271,73,4.0,(주)중해건설,HT001,33.44,25.45,76,2,1,3,계단식,,,,,,,,,,,,,,,천안신대초등학교,공립,333.0,312.0
6,해피빌(도시형),35C㎡,충청남도 천안시 서북구 두정동 1299,충청남도 천안시 서북구 두정상가1길 32-5,36.833111,127.139669,18.0,0.0,5.0,4.0,271,73,4.0,(주)중해건설,HT001,35.22,26.8,76,2,1,3,계단식,,,,,,,,,,,,,,,천안신대초등학교,공립,333.0,312.0
7,해피빌(도시형),35B,충청남도 천안시 서북구 두정동 1299,충청남도 천안시 서북구 두정상가1길 32-5,36.833111,127.139669,18.0,0.0,5.0,4.0,271,73,4.0,(주)중해건설,HT001,35.01,26.8,77,2,1,1,계단식,,,,,,,,,,,,,,,천안신대초등학교,공립,333.0,312.0
0,행복한빌(도시형),22A㎡,충청남도 천안시 서북구 두정동 1441,충청남도 천안시 서북구 두정상가6길 20,36.83145,127.144546,26.0,0.0,5.0,5.0,213,58,6.0,(주)동해종합건설,HT001,22.75,17.1,75,1,1,4,계단식,17520.0,45552.0,3504.0,24528.0,0.0,0.0,0.0,30000.0,,,,,,,천안신대초등학교,공립,333.0,312.0
1,행복한빌(도시형),23B㎡,충청남도 천안시 서북구 두정동 1441,충청남도 천안시 서북구 두정상가6길 20,36.83145,127.144546,26.0,0.0,5.0,5.0,213,58,6.0,(주)동해종합건설,HT001,23.97,18.02,75,1,1,15,계단식,18660.0,48516.0,3732.0,26124.0,0.0,0.0,0.0,33500.0,,,,,,,천안신대초등학교,공립,333.0,312.0
2,행복한빌(도시형),29,충청남도 천안시 서북구 두정동 1441,충청남도 천안시 서북구 두정상가6길 20,36.83145,127.144546,26.0,0.0,5.0,5.0,213,58,6.0,(주)동해종합건설,HT001,29.07,21.85,75,1,1,7,계단식,22560.0,58656.0,4512.0,31584.0,0.0,0.0,0.0,33500.0,,,,,,,천안신대초등학교,공립,333.0,312.0
0,그린빌2차,96㎡,충청남도 천안시 서북구 백석동 890,충청남도 천안시 서북구 백석3로 91,36.822074,127.121773,750.0,0.0,15.0,12.0,147,13,873.0,대아건설(주),HT001,96.44,74.37,77,3,2,172,계단식,51900.0,176940.0,10380.0,114660.0,0.0,0.0,0.0,23000.0,188003,186245,"2억 1,500~3억 500","1억 9,000~2억","1,000/60~2,000/90","1,000/60~2,000/90",천안백석초등학교,공립,502.0,469.0
1,그린빌2차,108㎡,충청남도 천안시 서북구 백석동 890,충청남도 천안시 서북구 백석3로 91,36.822074,127.121773,750.0,0.0,15.0,12.0,147,13,873.0,대아건설(주),HT001,108,84.65,78,3,2,521,계단식,63600.0,207360.0,12720.0,131040.0,0.0,0.0,0.0,24750.0,213990,211989,"2억 4,000~3억 2,000","1억 8,000~2억","2,000/90~3,000/100","2,000/90~3,000/100",천안백석초등학교,공립,502.0,469.0
2,그린빌2차,110B,충청남도 천안시 서북구 백석동 890,충청남도 천안시 서북구 백석3로 91,36.822074,127.121773,750.0,0.0,15.0,12.0,147,13,873.0,대아건설(주),HT001,110.13,84.25,77,3,2,57,계단식,63600.0,207360.0,12720.0,131040.0,0.0,0.0,0.0,24750.0,212978,210987,"2억 7,000~3억 2,000","2억 1,000","5,000/80~7,000/75","5,000/80~7,000/75",천안백석초등학교,공립,502.0,469.0
0,백석그린타워,75㎡,충청남도 천안시 서북구 백석동 880,충청남도 천안시 서북구 백석4길 33,36.821811,127.123984,16.0,0.0,6.0,6.0,355,69,15.0,용경종합건설주식회사,HT001,75.43,60.48,80,3,2,8,계단식,41460.0,107796.0,8292.0,58044.0,0.0,0.0,0.0,23000.0,,,"1억 2,000",,,,천안백석초등학교,공립,502.0,469.0
1,백석그린타워,105A㎡,충청남도 천안시 서북구 백석동 880,충청남도 천안시 서북구 백석4길 33,36.821811,127.123984,16.0,0.0,6.0,6.0,355,69,15.0,용경종합건설주식회사,HT001,105.69,84.74,80,3,2,4,계단식,53460.0,138996.0,10692.0,74844.0,0.0,0.0,0.0,24750.0,,,,,,,천안백석초등학교,공립,502.0,469.0
2,백석그린타워,105B,충청남도 천안시 서북구 백석동 880,충청남도 천안시 서북구 백석4길 33,36.821811,127.123984,16.0,0.0,6.0,6.0,355,69,15.0,용경종합건설주식회사,HT001,105.82,84.84,80,3,2,4,계단식,53460.0,138996.0,10692.0,74844.0,0.0,0.0,0.0,24750.0,,,"1억 4,000",,,,천안백석초등학교,공립,502.0,469.0
0,백석더샵,110B㎡,충청남도 천안시 서북구 백석동 1193,충청남도 천안시 서북구 한들3로 70,36.829977,127.124627,619.0,0.0,25.0,17.0,223,19,760.0,(주)포스코건설,HT001,110.35,84.25,76,3,2,271,계단식,129600.0,372240.0,25920.0,216720.0,0.0,0.0,0.0,23000.0,198344,203102,"4억 2,000~4억 9,000","3억~3억 5,000","7,000/100","7,000/100",환서초등학교,공립,1115.0,1154.0
1,백석더샵,111C㎡,충청남도 천안시 서북구 백석동 1193,충청남도 천안시 서북구 한들3로 70,36.829977,127.124627,619.0,0.0,25.0,17.0,223,19,760.0,(주)포스코건설,HT001,111.86,84,75,3,2,79,계단식,118500.0,350100.0,23700.0,207900.0,0.0,0.0,0.0,24750.0,197757,202501,"4억~4억 6,000",,,,환서초등학교,공립,1115.0,1154.0
2,백석더샵,112A,충청남도 천안시 서북구 백석동 1193,충청남도 천안시 서북구 한들3로 70,36.829977,127.124627,619.0,0.0,25.0,17.0,223,19,760.0,(주)포스코건설,HT001,112.65,84.49,75,3,2,269,계단식,118500.0,350100.0,23700.0,207900.0,0.0,0.0,0.0,24750.0,198924,203696,"3억 9,000~4억 8,000","2억 7,000~3억","1억 5,000/60","1억 5,000/60",환서초등학교,공립,1115.0,1154.0
0,백석리슈빌,114A㎡,충청남도 천안시 서북구 백석동 1007,충청남도 천안시 서북구 한들3로 107,36.832739,127.122391,901.0,0.0,23.0,18.0,249,19,1352.0,계룡건설산업(주),HT001,114.15,84.99,74,3,2,180,계단식,86100.0,265860.0,17220.0,162540.0,0.0,0.0,0.0,23000.0,180885,182754,"2억 9,000~4억","2억 5,000",,,환서초등학교,공립,1115.0,1154.0
1,백석리슈빌,115B㎡,충청남도 천안시 서북구 백석동 1007,충청남도 천안시 서북구 한들3로 107,36.832739,127.122391,901.0,0.0,23.0,18.0,249,19,1352.0,계룡건설산업(주),HT001,115.5,84.99,74,3,2,176,계단식,86100.0,265860.0,17220.0,162540.0,0.0,0.0,0.0,24750.0,180884,182752,"3억 3,000~3억 9,500",,"3,000/100","3,000/100",환서초등학교,공립,1115.0,1154.0
2,백석리슈빌,132B㎡,충청남도 천안시 서북구 백석동 1007,충청남도 천안시 서북구 한들3로 107,36.832739,127.122391,901.0,0.0,23.0,18.0,249,19,1352.0,계룡건설산업(주),HT001,132.09,103.56,78,3,2,120,계단식,105450.0,316170.0,21090.0,189630.0,0.0,0.0,0.0,,220413,222690,"3억 5,000~4억 5,000","4억 3,000",,,환서초등학교,공립,1115.0,1154.0
3,백석리슈빌,132A㎡,충청남도 천안시 서북구 백석동 1007,충청남도 천안시 서북구 한들3로 107,36.832739,127.122391,901.0,0.0,23.0,18.0,249,19,1352.0,계룡건설산업(주),HT001,132.19,103.3,78,3,2,99,계단식,105450.0,316170.0,21090.0,189630.0,0.0,0.0,0.0,24750,219844,222116,"3억 8,000",,,,환서초등학교,공립,1115.0,1154.0
4,백석리슈빌,161㎡,충청남도 천안시 서북구 백석동 1007,충청남도 천안시 서북구 한들3로 107,36.832739,127.122391,901.0,0.0,23.0,18.0,249,19,1352.0,계룡건설산업(주),HT001,161.32,130.85,81,4,2,246,계단식,141300.0,394470.0,28260.0,224910.0,0.0,0.0,0.0,,278475,281352,"4억 3,000~5억 9,000","3억 4,000~4억 3,000","5,000/140~1억/120","5,000/140~1억/120",환서초등학교,공립,1115.0,1154.0
5,백석리슈빌,191,충청남도 천안시 서북구 백석동 1007,충청남도 천안시 서북구 한들3로 107,36.832739,127.122391,901.0,0.0,23.0,18.0,249,19,1352.0,계룡건설산업(주),HT001,191.28,156.62,82,5,2,80,계단식,171000.0,450900.0,34200.0,245700.0,0.0,0.0,0.0,,333318,336762,"6억 1,000~7억","4억 5,000",,,환서초등학교,공립,1115.0,1154.0
0,백석마을아이파크,114A㎡,충청남도 천안시 서북구 백석동 941,충청남도 천안시 서북구 한들3로 100,36.832723,127.125082,1040.0,0.0,25.0,18.0,249,18,1477.0,현대산업개발(주),HT001,114.52,84.98,74,3,2,394,계단식,97800.0,296280.0,19560.0,178920.0,0.0,0.0,0.0,23000.0,172022,164035,"3억 2,000~4억 1,000","2억 4,000~3억 2,000",,,환서초등학교,공립,1115.0,1154.0
1,백석마을아이파크,114B㎡,충청남도 천안시 서북구 백석동 941,충청남도 천안시 서북구 한들3로 100,36.832723,127.125082,1040.0,0.0,25.0,18.0,249,18,1477.0,현대산업개발(주),HT001,114.72,84.99,74,3,2,194,계단식,97800.0,296280.0,19560.0,178920.0,0.0,0.0,0.0,24750.0,172044,164056,"2억 8,000~4억",,,,환서초등학교,공립,1115.0,1154.0
2,백석마을아이파크,117C㎡,충청남도 천안시 서북구 백석동 941,충청남도 천안시 서북구 한들3로 100,36.832723,127.125082,1040.0,0.0,25.0,18.0,249,18,1477.0,현대산업개발(주),HT001,117.15,84.98,73,3,2,118,계단식,97800.0,296280.0,19560.0,178920.0,0.0,0.0,0.0,24750.0,172022,164035,"3억 8,000~5억 1,000",,,,환서초등학교,공립,1115.0,1154.0
3,백석마을아이파크,161㎡,충청남도 천안시 서북구 백석동 941,충청남도 천안시 서북구 한들3로 100,36.832723,127.125082,1040.0,0.0,25.0,18.0,249,18,1477.0,현대산업개발(주),HT001,161.66,129.84,80,4,2,112,계단식,193500.0,493650.0,38700.0,261450.0,0.0,0.0,0.0,,262820,250616,"5억 8,500~6억 7,000",4억,1억/130,1억/130,환서초등학교,공립,1115.0,1154.0
4,백석마을아이파크,197㎡,충청남도 천안시 서북구 백석동 941,충청남도 천안시 서북구 한들3로 100,36.832723,127.125082,1040.0,0.0,25.0,18.0,249,18,1477.0,현대산업개발(주),HT001,197.94,165.37,84,4,3,144,계단식,185400.0,478260.0,37080.0,255780.0,0.0,0.0,0.0,,334751,319207,"5억 8,000~7억 8,000",,,,환서초등학교,공립,1115.0,1154.0
5,백석마을아이파크,225㎡,충청남도 천안시 서북구 백석동 941,충청남도 천안시 서북구 한들3로 100,36.832723,127.125082,1040.0,0.0,25.0,18.0,249,18,1477.0,현대산업개발(주),HT001,225.46,185.53,82,4,3,72,계단식,226800.0,556920.0,45360.0,284760.0,0.0,0.0,0.0,,375560,358122,"6억 6,000~7억 9,000","4억 5,000","5,000/160","5,000/160",환서초등학교,공립,1115.0,1154.0
6,백석마을아이파크,286A㎡,충청남도 천안시 서북구 백석동 941,충청남도 천안시 서북구 한들3로 100,36.832723,127.125082,1040.0,0.0,25.0,18.0,249,18,1477.0,현대산업개발(주),HT001,286.81,244.87,85,5,4,4,계단식,405000.0,895500.0,81000.0,409500.0,0.0,0.0,0.0,,495668,472653,,,,,환서초등학교,공립,1115.0,1154.0
7,백석마을아이파크,287B,충청남도 천안시 서북구 백석동 941,충청남도 천안시 서북구 한들3로 100,36.832723,127.125082,1040.0,0.0,25.0,18.0,249,18,1477.0,현대산업개발(주),HT001,287.13,244.65,85,5,4,2,계단식,405000.0,895500.0,81000.0,409500.0,0.0,0.0,0.0,,495215,472220,,,,,환서초등학교,공립,1115.0,1154.0
0,백석벽산블루밍1차,112㎡,충청남도 천안시 서북구 백석동 919,충청남도 천안시 서북구 번영로 278-12,36.825109,127.114307,382.0,0.0,15.0,13.0,246,20,483.0,벽산건설(주),HT001,112.25,84.88,76,3,2,197,계단식,44700.0,158220.0,8940.0,104580.0,0.0,0.0,0.0,23000.0,227867,229168,"2억 1,000~2억 8,500",,"2,000/90","2,000/90",천안한들초등학교,공립,379.0,369.0
1,백석벽산블루밍1차,114㎡,충청남도 천안시 서북구 백석동 919,충청남도 천안시 서북구 번영로 278-12,36.825109,127.114307,382.0,0.0,15.0,13.0,246,20,483.0,벽산건설(주),HT001,114.37,84.99,74,3,2,41,계단식,45600.0,160560.0,9120.0,105840.0,0.0,0.0,0.0,24750.0,228171,229473,"2억 5,000",2억,,,천안한들초등학교,공립,379.0,369.0
2,백석벽산블루밍1차,145,충청남도 천안시 서북구 백석동 919,충청남도 천안시 서북구 번영로 278-12,36.825109,127.114307,382.0,0.0,15.0,13.0,246,20,483.0,벽산건설(주),HT001,145.27,119.85,83,4,2,144,계단식,64950.0,210870.0,12990.0,132930.0,0.0,0.0,0.0,24750.0,321748,323585,"2억 9,800~3억 7,000","2억 1,000~2억 6,000","3,000/120","3,000/120",천안한들초등학교,공립,379.0,369.0
0,백석벽산블루밍2차,113㎡,충청남도 천안시 서북구 백석동 924,충청남도 천안시 서북구 번영로 278-11,36.826094,127.114677,298.0,0.0,15.0,12.0,247,23,370.0,벽산건설(주),HT001,113.63,84.88,75,3,2,196,계단식,44250.0,157050.0,8850.0,103950.0,0.0,0.0,0.0,23000.0,210600,212378,"2억 1,000~2억 8,000","1억 5,500~2억 5,000","2,000/90~5,000/100","2,000/90~5,000/100",천안한들초등학교,공립,379.0,369.0
1,백석벽산블루밍2차,115㎡,충청남도 천안시 서북구 백석동 924,충청남도 천안시 서북구 번영로 278-11,36.826094,127.114677,298.0,0.0,15.0,12.0,247,23,370.0,벽산건설(주),HT001,115.75,84.99,73,3,2,42,계단식,45150.0,159390.0,9030.0,105210.0,0.0,0.0,0.0,24750.0,210880,212661,"2억 1,000~2억 8,000",,,,천안한들초등학교,공립,379.0,369.0
2,백석벽산블루밍2차,145,충청남도 천안시 서북구 백석동 924,충청남도 천안시 서북구 번영로 278-11,36.826094,127.114677,298.0,0.0,15.0,12.0,247,23,370.0,벽산건설(주),HT001,145.25,119.85,83,4,2,60,계단식,65400.0,212040.0,13080.0,133560.0,0.0,0.0,0.0,24750.0,297367,299878,"3억 4,000~4억","2억 4,500","3,000/100","3,000/100",천안한들초등학교,공립,379.0,369.0
