,아파트명,면적,법정동주소,도로명주소,latitude,longitude,세대수,임대세대수,최고층,최저층,용적률,건폐율,주차대수,건설사,난방,공급면적,전용면적,전용율,방수,욕실수,해당면적_세대수,현관구조,재산세,재산세합계,지방교육세,재산세_도시지역분,종합부동산세,결정세액,농어촌특별세,가격,겨울관리비,여름관리비,매매호가,전세호가,월세호가,실거래가,초등학교_학군정보,초등학교_설립정보,초등학교_남학생수,초등학교_여학생수
0,e편한세상두정2차,98A㎡,충청남도 천안시 서북구 두정동 2055,충청남도 천안시 서북구 노태산로 145,36.838227,127.129683,848.0,0.0,23.0,18.0,231,29,1028.0,대림산업(주),HT001,98.62,72.69,74,3,2,198,계단식,80700.0,251820.0,16140.0,154980.0,0.0,0.0,0.0,30000.0,190228,193498,3억~4억,,,,천안부성초등학교,공립,332.0,335.0
1,e편한세상두정2차,110B㎡,충청남도 천안시 서북구 두정동 2055,충청남도 천안시 서북구 노태산로 145,36.838227,127.129683,848.0,0.0,23.0,18.0,231,29,1028.0,대림산업(주),HT001,110.77,84.65,76,3,2,151,계단식,90600.0,277560.0,18120.0,168840.0,0.0,0.0,0.0,33500.0,221540,225347,"3억 2,000~4억 3,000",,"3,000/110","3,000/110",천안부성초등학교,공립,332.0,335.0
2,e편한세상두정2차,111A㎡,충청남도 천안시 서북구 두정동 2055,충청남도 천안시 서북구 노태산로 145,36.838227,127.129683,848.0,0.0,23.0,18.0,231,29,1028.0,대림산업(주),HT001,111.71,84.88,76,3,2,321,계단식,94200.0,286920.0,18840.0,173880.0,0.0,0.0,0.0,33500.0,222125,225943,"3억 2,000~4억 4,000","2억 6,000","3,000/110","3,000/110",천안부성초등학교,공립,332.0,335.0
3,e편한세상두정2차,112C,충청남도 천안시 서북구 두정동 2055,충청남도 천안시 서북구 노태산로 145,36.838227,127.129683,848.0,0.0,23.0,18.0,231,29,1028.0,대림산업(주),HT001,112.26,84.76,76,3,2,178,계단식,96000.0,291600.0,19200.0,176400.0,0.0,0.0,0.0,33500.0,221828,225640,"3억 5,000~4억 5,000",,,,천안부성초등학교,공립,332.0,335.0
0,e편한세상두정3차,84㎡,충청남도 천안시 서북구 두정동 2063,충청남도 천안시 서북구 북일로 21,36.832074,127.155228,992.0,0.0,27.0,15.0,223,16,1221.0,"(주)대림산업,(주)삼호",HT001,84.98,59.99,71,3,2,154,계단식,80250.0,250650.0,16050.0,154350.0,0.0,0.0,0.0,30000.0,140079,133070,"2억 8,000~3억 4,000",,,,천안두정초등학교,공립,427.0,460.0
1,e편한세상두정3차,99㎡,충청남도 천안시 서북구 두정동 2063,충청남도 천안시 서북구 북일로 21,36.832074,127.155228,992.0,0.0,27.0,15.0,223,16,1221.0,"(주)대림산업,(주)삼호",HT001,99.69,75.04,75,3,2,48,계단식,103200.0,310320.0,20640.0,186480.0,0.0,0.0,0.0,33500.0,175227,166459,"4억 5,000",,,,천안두정초등학교,공립,427.0,460.0
2,e편한세상두정3차,101㎡,충청남도 천안시 서북구 두정동 2063,충청남도 천안시 서북구 북일로 21,36.832074,127.155228,992.0,0.0,27.0,15.0,223,16,1221.0,"(주)대림산업,(주)삼호",HT001,101.16,75.79,75,3,2,166,계단식,103200.0,310320.0,20640.0,186480.0,0.0,0.0,0.0,33500.0,176978,168121,"3억 2,000~4억 4,000","2억 4,000~2억 7,000","2,000/110","2,000/110",천안두정초등학교,공립,427.0,460.0
3,e편한세상두정3차,109㎡,충청남도 천안시 서북구 두정동 2063,충청남도 천안시 서북구 북일로 21,36.832074,127.155228,992.0,0.0,27.0,15.0,223,16,1221.0,"(주)대림산업,(주)삼호",HT001,109.98,82.87,75,3,2,26,계단식,111750.0,332550.0,22350.0,198450.0,0.0,0.0,0.0,33500.0,193512,183829,"4억 5,000~4억 8,000",,,,천안두정초등학교,공립,427.0,460.0
4,e편한세상두정3차,110B㎡,충청남도 천안시 서북구 두정동 2063,충청남도 천안시 서북구 북일로 21,36.832074,127.155228,992.0,0.0,27.0,15.0,223,16,1221.0,"(주)대림산업,(주)삼호",HT001,110.97,84.98,77,3,2,302,계단식,111750.0,332550.0,22350.0,198450.0,0.0,0.0,0.0,,198439,188509,"3억 8,500~4억 8,000",,,,천안두정초등학교,공립,427.0,460.0
5,e편한세상두정3차,111A,충청남도 천안시 서북구 두정동 2063,충청남도 천안시 서북구 북일로 21,36.832074,127.155228,992.0,0.0,27.0,15.0,223,16,1221.0,"(주)대림산업,(주)삼호",HT001,111.76,84.99,76,3,2,296,계단식,111750.0,332550.0,22350.0,198450.0,0.0,0.0,0.0,,198456,188525,"3억 7,000~4억 8,000",,,,천안두정초등학교,공립,427.0,460.0
0,e편한세상두정4차,87A㎡,충청남도 천안시 서북구 두정동 401-1,충청남도 천안시 서북구 두정공원2길 50,36.83726,127.15686,456.0,0.0,23.0,14.0,239,21,553.0,"고려개발(주),대림산업(주)",HT001,87.41,62.66,72,3,2,150,계단식,62250.0,203850.0,12450.0,129150.0,0.0,0.0,0.0,30000.0,172967,172196,"2억 6,900~3억 300","2억 7,000",,,천안두정초등학교,공립,427.0,460.0
1,e편한세상두정4차,88B㎡,충청남도 천안시 서북구 두정동 401-1,충청남도 천안시 서북구 두정공원2길 50,36.83726,127.15686,456.0,0.0,23.0,14.0,239,21,553.0,"고려개발(주),대림산업(주)",HT001,88.19,62.63,71,3,2,196,계단식,60900.0,200340.0,12180.0,127260.0,0.0,0.0,0.0,33500.0,172863,172093,"2억 6,000~3억 3,000",2억,,,천안두정초등학교,공립,427.0,460.0
2,e편한세상두정4차,100,충청남도 천안시 서북구 두정동 401-1,충청남도 천안시 서북구 두정공원2길 50,36.83726,127.15686,456.0,0.0,23.0,14.0,239,21,553.0,"고려개발(주),대림산업(주)",HT001,100.77,72.81,72,3,2,110,계단식,71700.0,228420.0,14340.0,142380.0,0.0,0.0,0.0,33500.0,200971,200075,"2억 8,500~3억 9,000","2억 5,000",,,천안두정초등학교,공립,427.0,460.0
0,경남아너스빌,81㎡,충청남도 천안시 서북구 두정동 1080,충청남도 천안시 서북구 두정중11길 17,36.838388,127.139491,458.0,0.0,15.0,14.0,249,25,417.0,대아건설(주),HT001,81.32,59.58,73,3,2,173,계단식,31200.0,123120.0,6240.0,85680.0,0.0,0.0,0.0,30000.0,158880,157047,"1억 9,000~2억 1,500",,"1,000/80~4,000/55","1,000/80~4,000/55",천안신대초등학교,공립,333.0,312.0
1,경남아너스빌,108,충청남도 천안시 서북구 두정동 1080,충청남도 천안시 서북구 두정중11길 17,36.838388,127.139491,458.0,0.0,15.0,14.0,249,25,417.0,대아건설(주),HT001,108.2,84.77,78,3,2,285,계단식,40200.0,146520.0,8040.0,98280.0,0.0,0.0,0.0,33500.0,226039,223431,"2억 2,500~2억 6,000","1억 8,000","2,000/90~4,000/75","2,000/90~4,000/75",천안신대초등학교,공립,333.0,312.0
0,계룡리슈빌,100㎡,충청남도 천안시 서북구 두정동 1078,충청남도 천안시 서북구 부성8길 29,36.838397,127.137002,386.0,0.0,15.0,15.0,246,21,395.0,계룡건설산업(주),HT001,100.1,73.94,74,3,2,118,계단식,43350.0,154710.0,8670.0,102690.0,0.0,0.0,0.0,30000.0,196985,200583,"2억 3,000~2억 3,500","1억 8,500",,,천안부성초등학교,공립,332.0,335.0
1,계룡리슈빌,112,충청남도 천안시 서북구 두정동 1078,충청남도 천안시 서북구 부성8길 29,36.838397,127.137002,386.0,0.0,15.0,15.0,246,21,395.0,계룡건설산업(주),HT001,112.99,84.89,75,3,2,268,계단식,49650.0,171090.0,9930.0,111510.0,0.0,0.0,0.0,33500.0,226161,230291,"2억 5,000~2억 8,000","1억 9,000",,,천안부성초등학교,공립,332.0,335.0
0,극동늘푸른,80㎡,충청남도 천안시 서북구 두정동 526-1,충청남도 천안시 서북구 늘푸른6길 42,36.828916,127.13193,1452.0,0.0,22.0,18.0,256,17,1157.0,극동건설주식회사,HT002,80.31,59.91,75,3,1,776,계단식,27900.0,111600.0,5580.0,78120.0,0.0,0.0,0.0,30000.0,271897,193257,"1억 6,000~1억 9,000","1억 4,500~1억 7,000","500/80~2,000/75","500/80~2,000/75",천안오성초등학교,공립,556.0,492.0
1,극동늘푸른,106,충청남도 천안시 서북구 두정동 526-1,충청남도 천안시 서북구 늘푸른6길 42,36.828916,127.13193,1452.0,0.0,22.0,18.0,256,17,1157.0,극동건설주식회사,HT002,106.98,84.9,79,3,2,676,계단식,33450.0,128970.0,6690.0,88830.0,0.0,0.0,0.0,33500.0,385312,273869,"1억 8,500~2억 3,000","1억 7,000~1억 9,000","2,000/90","2,000/90",천안오성초등학교,공립,556.0,492.0
0,대우,48㎡,충청남도 천안시 서북구 두정동 525-1,충청남도 천안시 서북구 봉정로 365,36.834746,127.144342,1038.0,0.0,25.0,20.0,276,20,761.0,주식회사 대우,HT001,48.86,33.6,69,2,1,120,복도식,18810.0,75240.0,3762.0,52668.0,0.0,0.0,0.0,30000.0,79234,76360,"1억 1,700~1억 3,500",,,,천안신대초등학교,공립,333.0,312.0
1,대우,78A㎡,충청남도 천안시 서북구 두정동 525-1,충청남도 천안시 서북구 봉정로 365,36.834746,127.144342,1038.0,0.0,25.0,20.0,276,20,761.0,주식회사 대우,HT001,78.21,59.94,77,3,1,240,계단식,27225.0,108900.0,5445.0,76230.0,0.0,0.0,0.0,33500.0,141362,136235,"1억 7,500~1억 9,000","1억 7,000",,,천안신대초등학교,공립,333.0,312.0
2,대우,78B㎡,충청남도 천안시 서북구 두정동 525-1,충청남도 천안시 서북구 봉정로 365,36.834746,127.144342,1038.0,0.0,25.0,20.0,276,20,761.0,주식회사 대우,HT001,78.21,59.94,77,2,1,94,계단식,27900.0,111600.0,5580.0,78120.0,0.0,0.0,0.0,,141362,136235,,,,,천안신대초등학교,공립,333.0,312.0
3,대우,87㎡,충청남도 천안시 서북구 두정동 525-1,충청남도 천안시 서북구 봉정로 365,36.834746,127.144342,1038.0,0.0,25.0,20.0,276,20,761.0,주식회사 대우,HT001,87.56,70.51,81,2,2,5,계단식,26550.0,106200.0,5310.0,74340.0,0.0,0.0,0.0,33500,166273,160242,"1억 7,000",,,,천안신대초등학교,공립,333.0,312.0
4,대우,88㎡,충청남도 천안시 서북구 두정동 525-1,충청남도 천안시 서북구 봉정로 365,36.834746,127.144342,1038.0,0.0,25.0,20.0,276,20,761.0,주식회사 대우,HT001,88.72,69.96,79,3,1,200,계단식,29925.0,119700.0,5985.0,83790.0,0.0,0.0,0.0,33500,164990,159006,"1억 9,000~2억 800","1억 7,000~1억 8,000","2,000/85","2,000/85",천안신대초등학교,공립,333.0,312.0
5,대우,105,충청남도 천안시 서북구 두정동 525-1,충청남도 천안시 서북구 봉정로 365,36.834746,127.144342,1038.0,0.0,25.0,20.0,276,20,761.0,주식회사 대우,HT001,105.49,84.95,81,3,2,379,계단식,37950.0,140670.0,7590.0,95130.0,0.0,0.0,0.0,,200325,193059,"2억 1,000~2억 6,000","1억 8,000~2억 2,000",,,천안신대초등학교,공립,333.0,312.0
0,대주파크빌,105A㎡,충청남도 천안시 서북구 두정동 1896,충청남도 천안시 서북구 두정고7길 9,36.83632,127.130187,189.0,0.0,15.0,8.0,0,0,0.0,대주건설(주),HT001,105.54,84.58,80,3,2,110,계단식,34350.0,131310.0,6870.0,90090.0,0.0,0.0,0.0,33500.0,,,"2억 1,500~2억 5,000",,,,천안부성초등학교,공립,332.0,335.0
1,대주파크빌,109㎡,충청남도 천안시 서북구 두정동 1896,충청남도 천안시 서북구 두정고7길 9,36.83632,127.130187,189.0,0.0,15.0,8.0,0,0,0.0,대주건설(주),HT001,109.33,84.58,77,3,2,49,계단식,31200.0,123120.0,6240.0,85680.0,0.0,0.0,0.0,30000.0,,,"1억 9,000~2억 2,000",,"1,000/100","1,000/100",천안부성초등학교,공립,332.0,335.0
2,대주파크빌,112B,충청남도 천안시 서북구 두정동 1896,충청남도 천안시 서북구 두정고7길 9,36.83632,127.130187,189.0,0.0,15.0,8.0,0,0,0.0,대주건설(주),HT001,112.46,84.58,75,3,2,30,계단식,34350.0,131310.0,6870.0,90090.0,0.0,0.0,0.0,33500.0,,,"2억 6,000",,,,천안부성초등학교,공립,332.0,335.0
0,더리치빌2차(도시형),29A㎡,충청남도 천안시 서북구 두정동 1332,충청남도 천안시 서북구 두정상가3길 20,36.831621,127.140868,200.0,0.0,10.0,10.0,625,78,73.0,(주)강민종합건설,HT001,29.05,20.32,70,1,1,32,복도식,,,,,,,,30000.0,,,,"4,700",,,천안신대초등학교,공립,333.0,312.0
1,더리치빌2차(도시형),29B㎡,충청남도 천안시 서북구 두정동 1332,충청남도 천안시 서북구 두정상가3길 20,36.831621,127.140868,200.0,0.0,10.0,10.0,625,78,73.0,(주)강민종합건설,HT001,29.53,20.66,70,1,1,32,복도식,,,,,,,,33500.0,,,,,,,천안신대초등학교,공립,333.0,312.0
2,더리치빌2차(도시형),34㎡,충청남도 천안시 서북구 두정동 1332,충청남도 천안시 서북구 두정상가3길 20,36.831621,127.140868,200.0,0.0,10.0,10.0,625,78,73.0,(주)강민종합건설,HT001,34.34,24.02,70,1,1,64,복도식,,,,,,,,,,,,"5,700",,,천안신대초등학교,공립,333.0,312.0
3,더리치빌2차(도시형),47㎡,충청남도 천안시 서북구 두정동 1332,충청남도 천안시 서북구 두정상가3길 20,36.831621,127.140868,200.0,0.0,10.0,10.0,625,78,73.0,(주)강민종합건설,HT001,47.72,33.38,70,1,1,32,복도식,,,,,,,,33500,,,,,,,천안신대초등학교,공립,333.0,312.0
4,더리치빌2차(도시형),55,충청남도 천안시 서북구 두정동 1332,충청남도 천안시 서북구 두정상가3길 20,36.831621,127.140868,200.0,0.0,10.0,10.0,625,78,73.0,(주)강민종합건설,HT001,55.28,38.67,70,1,1,40,복도식,,,,,,,,33500,,,,,,,천안신대초등학교,공립,333.0,312.0
0,두정e-편한세상,107㎡,충청남도 천안시 서북구 두정동 1221,충청남도 천안시 서북구 두정중2길 12,36.835145,127.140851,466.0,0.0,15.0,7.0,231,21,491.0,대림산업(주),HT001,107.11,84.96,79,3,2,407,계단식,50550.0,173430.0,10110.0,112770.0,0.0,0.0,0.0,30000.0,201407,203130,"2억 5,000~2억 8,700",,"2,000/90","2,000/90",천안신대초등학교,공립,333.0,312.0
1,두정e-편한세상,123,충청남도 천안시 서북구 두정동 1221,충청남도 천안시 서북구 두정중2길 12,36.835145,127.140851,466.0,0.0,15.0,7.0,231,21,491.0,대림산업(주),HT001,123.43,101.94,83,3,2,59,계단식,65850.0,213210.0,13170.0,134190.0,0.0,0.0,0.0,33500.0,241650,243717,"3억 3,000~3억 4,000",,,,천안신대초등학교,공립,333.0,312.0
0,두정대우2차,104㎡,충청남도 천안시 서북구 두정동 530,충청남도 천안시 서북구 두정중5길 15,36.835171,127.143182,323.0,0.0,15.0,9.0,207,19,334.0,대우(주),HT001,104.14,84.48,81,3,2,264,계단식,39300.0,144180.0,7860.0,97020.0,0.0,0.0,0.0,30000.0,207014,208798,"2억 1,000~2억 4,000","1억 8,000~2억",,,천안신대초등학교,공립,333.0,312.0
1,두정대우2차,139,충청남도 천안시 서북구 두정동 530,충청남도 천안시 서북구 두정중5길 15,36.835171,127.143182,323.0,0.0,15.0,9.0,207,19,334.0,대우(주),HT001,139.36,117,84,4,2,59,계단식,44250.0,157050.0,8850.0,103950.0,0.0,0.0,0.0,33500.0,286702,289173,"2억 8,000~3억 3,000",,,,천안신대초등학교,공립,333.0,312.0
0,두정마을우남1단지,107,충청남도 천안시 서북구 두정동 1596,충청남도 천안시 서북구 두정역서5길 11,36.838316,127.146993,325.0,0.0,15.0,15.0,226,21,331.0,(주)우남건설,HT001,107.93,84.91,79,3,2,325,계단식,39750.0,145350.0,7950.0,97650.0,0.0,0.0,0.0,30000.0,224714,219070,"2억 1,000~2억 4,500",,"2,000/90","2,000/90",천안두정초등학교,공립,427.0,460.0
0,두정마을우남2단지,108,충청남도 천안시 서북구 두정동 1607,충청남도 천안시 서북구 두정역서1길 22,36.837333,127.146847,194.0,0.0,14.0,13.0,191,20,199.0,(주)우남건설,HT001,108.08,84.91,79,3,2,194,계단식,,,,,,,,30000.0,,,"2억 3,000~2억 8,000","1억 9,000~2억","2,000/85~3,000/80","2,000/85~3,000/80",천안두정초등학교,공립,427.0,460.0
0,두정미소마을(도시형),23㎡,충청남도 천안시 서북구 두정동 1486,충청남도 천안시 서북구 두정상가4길 32-6,36.832612,127.143244,78.0,0.0,8.0,7.0,377,63,17.0,(주)KG종합건설,HT001,23.63,14.2,60,1,1,24,복도식,6525.0,26100.0,1305.0,18270.0,0.0,0.0,0.0,30000.0,,,,,,,천안신대초등학교,공립,333.0,312.0
1,두정미소마을(도시형),28㎡,충청남도 천안시 서북구 두정동 1486,충청남도 천안시 서북구 두정상가4길 32-6,36.832612,127.143244,78.0,0.0,8.0,7.0,377,63,17.0,(주)KG종합건설,HT001,28.01,17,61,1,1,30,복도식,7380.0,29520.0,1476.0,20664.0,0.0,0.0,0.0,33500.0,,,"5,000",,,,천안신대초등학교,공립,333.0,312.0
2,두정미소마을(도시형),30,충청남도 천안시 서북구 두정동 1486,충청남도 천안시 서북구 두정상가4길 32-6,36.832612,127.143244,78.0,0.0,8.0,7.0,377,63,17.0,(주)KG종합건설,HT001,30.1,18.32,61,1,1,24,복도식,7965.0,31860.0,1593.0,22302.0,0.0,0.0,0.0,33500.0,,,,,,,천안신대초등학교,공립,333.0,312.0
0,두정역코아루스위트,108B㎡,충청남도 천안시 서북구 두정동 2056,충청남도 천안시 서북구 천안대로 969,36.827743,127.151684,481.0,0.0,23.0,23.0,243,18,652.0,성우종합건설(주),HT001,108.92,84.95,78,3,2,43,계단식,81600.0,254160.0,16320.0,156240.0,0.0,0.0,0.0,33500.0,198736,204788,"3억 1,000~3억 7,000",,,,천안희망초등학교,공립,260.0,246.0
1,두정역코아루스위트,108D㎡,충청남도 천안시 서북구 두정동 2056,충청남도 천안시 서북구 천안대로 969,36.827743,127.151684,481.0,0.0,23.0,23.0,243,18,652.0,성우종합건설(주),HT001,108.69,84.83,78,3,2,38,계단식,81600.0,254160.0,16320.0,156240.0,0.0,0.0,0.0,30000.0,198471,204514,"3억~3억 6,000",,,,천안희망초등학교,공립,260.0,246.0
2,두정역코아루스위트,110A㎡,충청남도 천안시 서북구 두정동 2056,충청남도 천안시 서북구 천안대로 969,36.827743,127.151684,481.0,0.0,23.0,23.0,243,18,652.0,성우종합건설(주),HT001,110.13,84.93,77,3,2,88,계단식,81600.0,254160.0,16320.0,156240.0,0.0,0.0,0.0,33500.0,198694,204745,"3억 1,000~3억 8,000",,"4,000/110","4,000/110",천안희망초등학교,공립,260.0,246.0
3,두정역코아루스위트,110C㎡,충청남도 천안시 서북구 두정동 2056,충청남도 천안시 서북구 천안대로 969,36.827743,127.151684,481.0,0.0,23.0,23.0,243,18,652.0,성우종합건설(주),HT001,110.38,84.81,77,3,2,45,계단식,81600.0,254160.0,16320.0,156240.0,0.0,0.0,0.0,33500.0,198426,204468,"3억 500~3억 5,000",,,,천안희망초등학교,공립,260.0,246.0
4,두정역코아루스위트,124A㎡,충청남도 천안시 서북구 두정동 2056,충청남도 천안시 서북구 천안대로 969,36.827743,127.151684,481.0,0.0,23.0,23.0,243,18,652.0,성우종합건설(주),HT001,124.49,99.97,80,3,2,92,계단식,91500.0,279900.0,18300.0,170100.0,0.0,0.0,0.0,,233874,240996,"3억 4,000~4억","2억 5,000~2억 6,000","5,000/130","5,000/130",천안희망초등학교,공립,260.0,246.0
5,두정역코아루스위트,124C㎡,충청남도 천안시 서북구 두정동 2056,충청남도 천안시 서북구 천안대로 969,36.827743,127.151684,481.0,0.0,23.0,23.0,243,18,652.0,성우종합건설(주),HT001,124.34,99.89,80,4,2,44,계단식,94200.0,286920.0,18840.0,173880.0,0.0,0.0,0.0,,233690,240807,"3억 8,000~4억 1,000",,,,천안희망초등학교,공립,260.0,246.0
6,두정역코아루스위트,124B㎡,충청남도 천안시 서북구 두정동 2056,충청남도 천안시 서북구 천안대로 969,36.827743,127.151684,481.0,0.0,23.0,23.0,243,18,652.0,성우종합건설(주),HT001,124.27,99.89,80,4,2,43,계단식,94200.0,286920.0,18840.0,173880.0,0.0,0.0,0.0,,233684,240800,"3억 8,000~4억 3,000",,,,천안희망초등학교,공립,260.0,246.0
7,두정역코아루스위트,136㎡,충청남도 천안시 서북구 두정동 2056,충청남도 천안시 서북구 천안대로 969,36.827743,127.151684,481.0,0.0,23.0,23.0,243,18,652.0,성우종합건설(주),HT001,136.51,110.9,81,3,2,44,계단식,102300.0,307980.0,20460.0,185220.0,0.0,0.0,0.0,,259456,267357,"4억 2,000~4억 3,000","3억 5,000",1억/90,1억/90,천안희망초등학교,공립,260.0,246.0
8,두정역코아루스위트,152,충청남도 천안시 서북구 두정동 2056,충청남도 천안시 서북구 천안대로 969,36.827743,127.151684,481.0,0.0,23.0,23.0,243,18,652.0,성우종합건설(주),HT001,152.09,127.11,84,4,2,44,계단식,113550.0,337230.0,22710.0,200970.0,0.0,0.0,0.0,,297370,306425,"4억 7,000",,,,천안희망초등학교,공립,260.0,246.0
0,두정역펜타폴리스(도시형),19㎡,충청남도 천안시 서북구 두정동 1466,충청남도 천안시 서북구 성정두정로 82,36.832747,127.142032,260.0,0.0,12.0,12.0,716,78,60.0,흥한건설(주),HT001,19.61,13.43,68,1,1,20,복합식,4883.0,19531.0,977.0,13671.0,0.0,0.0,0.0,,58367,63618,,,,,천안신대초등학교,공립,333.0,312.0
1,두정역펜타폴리스(도시형),28A㎡,충청남도 천안시 서북구 두정동 1466,충청남도 천안시 서북구 성정두정로 82,36.832747,127.142032,260.0,0.0,12.0,12.0,716,78,60.0,흥한건설(주),HT001,28.38,19.43,68,1,1,60,복합식,7268.0,29071.0,1454.0,20349.0,0.0,0.0,0.0,30000,84465,92063,"4,800",,,,천안신대초등학교,공립,333.0,312.0
2,두정역펜타폴리스(도시형),29B㎡,충청남도 천안시 서북구 두정동 1466,충청남도 천안시 서북구 성정두정로 82,36.832747,127.142032,260.0,0.0,12.0,12.0,716,78,60.0,흥한건설(주),HT001,29.21,20,68,1,1,40,복합식,7358.0,29431.0,1472.0,20601.0,0.0,0.0,0.0,33500,86942,94763,"4,800",,,,천안신대초등학교,공립,333.0,312.0
3,두정역펜타폴리스(도시형),29C㎡,충청남도 천안시 서북구 두정동 1466,충청남도 천안시 서북구 성정두정로 82,36.832747,127.142032,260.0,0.0,12.0,12.0,716,78,60.0,흥한건설(주),HT001,29.58,20.25,68,1,1,40,복합식,7358.0,29431.0,1472.0,20601.0,0.0,0.0,0.0,33500,88029,95948,"4,850~4,900",,300/35,300/35,천안신대초등학교,공립,333.0,312.0
4,두정역펜타폴리스(도시형),29D㎡,충청남도 천안시 서북구 두정동 1466,충청남도 천안시 서북구 성정두정로 82,36.832747,127.142032,260.0,0.0,12.0,12.0,716,78,60.0,흥한건설(주),HT001,29.98,20.53,68,1,1,40,복합식,7358.0,29431.0,1472.0,20601.0,0.0,0.0,0.0,33500,89224,97250,"5,000",,,,천안신대초등학교,공립,333.0,312.0
5,두정역펜타폴리스(도시형),35㎡,충청남도 천안시 서북구 두정동 1466,충청남도 천안시 서북구 성정두정로 82,36.832747,127.142032,260.0,0.0,12.0,12.0,716,78,60.0,흥한건설(주),HT001,35.01,23.97,68,1,1,20,복합식,8100.0,32400.0,1620.0,22680.0,0.0,0.0,0.0,,104196,113569,"5,800","6,000",,,천안신대초등학교,공립,333.0,312.0
6,두정역펜타폴리스(도시형),39A㎡,충청남도 천안시 서북구 두정동 1466,충청남도 천안시 서북구 성정두정로 82,36.832747,127.142032,260.0,0.0,12.0,12.0,716,78,60.0,흥한건설(주),HT001,39.85,27.28,68,1,1,20,복합식,9495.0,37980.0,1899.0,26586.0,0.0,0.0,0.0,,118581,129249,"6,800~7,900",,"1,000/39","1,000/39",천안신대초등학교,공립,333.0,312.0
7,두정역펜타폴리스(도시형),39B,충청남도 천안시 서북구 두정동 1466,충청남도 천안시 서북구 성정두정로 82,36.832747,127.142032,260.0,0.0,12.0,12.0,716,78,60.0,흥한건설(주),HT001,39.98,27.37,68,1,1,20,복합식,9495.0,37980.0,1899.0,26586.0,0.0,0.0,0.0,,118985,129689,"7,200",,,,천안신대초등학교,공립,333.0,312.0
0,두정역프라지움1차(도시형),26A-1㎡,충청남도 천안시 서북구 두정동 1283,충청남도 천안시 서북구 두정상가1길 27,36.832724,127.138815,216.0,0.0,10.0,10.0,560,66,52.0,중원건설,HT001,26.43,19.91,75,1,1,16,복도식,6300.0,25200.0,1260.0,17640.0,0.0,0.0,0.0,30000.0,101905,100680,,,,,천안신대초등학교,공립,333.0,312.0
1,두정역프라지움1차(도시형),26A-3㎡,충청남도 천안시 서북구 두정동 1283,충청남도 천안시 서북구 두정상가1길 27,36.832724,127.138815,216.0,0.0,10.0,10.0,560,66,52.0,중원건설,HT001,26.93,20.29,75,1,1,8,복도식,6413.0,25651.0,1283.0,17955.0,0.0,0.0,0.0,33500.0,103830,102582,,,,,천안신대초등학교,공립,333.0,312.0
2,두정역프라지움1차(도시형),27A-2㎡,충청남도 천안시 서북구 두정동 1283,충청남도 천안시 서북구 두정상가1길 27,36.832724,127.138815,216.0,0.0,10.0,10.0,560,66,52.0,중원건설,HT001,27.26,20.54,75,1,1,136,복도식,6548.0,26191.0,1310.0,18333.0,0.0,0.0,0.0,33500.0,105113,103850,"4,500~5,500",,80/52~80/55,80/52~80/55,천안신대초등학교,공립,333.0,312.0
3,두정역프라지움1차(도시형),27A-4㎡,충청남도 천안시 서북구 두정동 1283,충청남도 천안시 서북구 두정상가1길 27,36.832724,127.138815,216.0,0.0,10.0,10.0,560,66,52.0,중원건설,HT001,27.47,20.69,75,1,1,16,복도식,6683.0,26731.0,1337.0,18711.0,0.0,0.0,0.0,33500.0,105905,104632,"5,200",,300/37,300/37,천안신대초등학교,공립,333.0,312.0
4,두정역프라지움1차(도시형),33B-1㎡,충청남도 천안시 서북구 두정동 1283,충청남도 천안시 서북구 두정상가1길 27,36.832724,127.138815,216.0,0.0,10.0,10.0,560,66,52.0,중원건설,HT001,33.01,24.87,75,1,1,16,복도식,9720.0,38880.0,1944.0,27216.0,0.0,0.0,0.0,,127266,125736,,,500/43,500/43,천안신대초등학교,공립,333.0,312.0
5,두정역프라지움1차(도시형),33B-2㎡,충청남도 천안시 서북구 두정동 1283,충청남도 천안시 서북구 두정상가1길 27,36.832724,127.138815,216.0,0.0,10.0,10.0,560,66,52.0,중원건설,HT001,33.3,25.08,75,1,1,8,복도식,9878.0,39511.0,1976.0,27657.0,0.0,0.0,0.0,,128385,126842,,,,,천안신대초등학교,공립,333.0,312.0
6,두정역프라지움1차(도시형),40C㎡,충청남도 천안시 서북구 두정동 1283,충청남도 천안시 서북구 두정상가1길 27,36.832724,127.138815,216.0,0.0,10.0,10.0,560,66,52.0,중원건설,HT001,40.01,30.14,75,1,1,8,복도식,12825.0,51300.0,2565.0,35910.0,0.0,0.0,0.0,,154250,152397,,"9,700",,,천안신대초등학교,공립,333.0,312.0
7,두정역프라지움1차(도시형),41D,충청남도 천안시 서북구 두정동 1283,충청남도 천안시 서북구 두정상가1길 27,36.832724,127.138815,216.0,0.0,10.0,10.0,560,66,52.0,중원건설,HT001,41.35,31.15,75,1,1,8,복도식,12983.0,51931.0,2597.0,36351.0,0.0,0.0,0.0,,159431,157516,,,,,천안신대초등학교,공립,333.0,312.0
0,두정역하이렉스타운(도시형),65,충청남도 천안시 서북구 두정동 76,충청남도 천안시 서북구 두정역서3길 23,36.8332,127.148183,28.0,0.0,6.0,6.0,249,53,23.0,황산건설(주),HT001,65.86,49.97,76,3,1,28,계단식,,,,,,,,30000.0,,,"1억 6,400~1억 7,500",,,,천안두정초등학교,공립,427.0,460.0
