,아파트명,면적,법정동주소,도로명주소,latitude,longitude,세대수,임대세대수,최고층,최저층,용적률,건폐율,주차대수,건설사,난방,공급면적,전용면적,전용율,방수,욕실수,해당면적_세대수,현관구조,재산세,재산세합계,지방교육세,재산세_도시지역분,종합부동산세,결정세액,농어촌특별세,가격,겨울관리비,여름관리비,매매호가,전세호가,월세호가,실거래가,초등학교_학군정보,초등학교_설립정보,초등학교_남학생수,초등학교_여학생수
0,구성아이파크,102㎡,충청남도 천안시 동남구 구성동 388-72,충청남도 천안시 동남구 청수로 136-8,36.793284,127.159493,184.0,0.0,15.0,9.0,301,28,191.0,현대산업개발(주),HT001,102.21,80.23,78,3,2,30,계단식,,,,,,,,19750.0,216769,214138,"2억 1,000",,,,천안구성초등학교,공립,284.0,239.0
1,구성아이파크,108A㎡,충청남도 천안시 동남구 구성동 388-72,충청남도 천안시 동남구 청수로 136-8,36.793284,127.159493,184.0,0.0,15.0,9.0,301,28,191.0,현대산업개발(주),HT001,108.12,84.96,79,3,2,98,계단식,,,,,,,,20500.0,229547,226761,"2억 800~2억 2,000","1억 6,000",,,천안구성초등학교,공립,284.0,239.0
2,구성아이파크,108B㎡,충청남도 천안시 동남구 구성동 388-72,충청남도 천안시 동남구 청수로 136-8,36.793284,127.159493,184.0,0.0,15.0,9.0,301,28,191.0,현대산업개발(주),HT001,108.12,84.96,79,3,2,30,계단식,,,,,,,,20500.0,229547,226761,"2억 800~2억 2,000",,,,천안구성초등학교,공립,284.0,239.0
3,구성아이파크,108C㎡,충청남도 천안시 동남구 구성동 388-72,충청남도 천안시 동남구 청수로 136-8,36.793284,127.159493,184.0,0.0,15.0,9.0,301,28,191.0,현대산업개발(주),HT001,108.12,84.96,79,3,2,12,계단식,,,,,,,,20500.0,229547,226761,,,,,천안구성초등학교,공립,284.0,239.0
4,구성아이파크,108D㎡,충청남도 천안시 동남구 구성동 388-72,충청남도 천안시 동남구 청수로 136-8,36.793284,127.159493,184.0,0.0,15.0,9.0,301,28,191.0,현대산업개발(주),HT001,108.12,84.96,79,3,2,8,계단식,,,,,,,,20500.0,229547,226761,"2억 2,000",,,,천안구성초등학교,공립,284.0,239.0
5,구성아이파크,179,충청남도 천안시 동남구 구성동 388-72,충청남도 천안시 동남구 청수로 136-8,36.793284,127.159493,184.0,0.0,15.0,9.0,301,28,191.0,현대산업개발(주),HT001,179.34,140.04,78,4,2,6,계단식,,,,,,,,25500.0,378378,373786,"3억 3,000",,,,천안구성초등학교,공립,284.0,239.0
0,구성향목(향목그라비스),78㎡,충청남도 천안시 동남구 구성동 300-6,충청남도 천안시 동남구 충절로 303,36.792814,127.161929,216.0,0.0,15.0,15.0,249,21,219.0,(주)향목종합건설,HT001,78.28,59.94,77,3,2,30,계단식,24300.0,97200.0,4860.0,68040.0,0.0,0.0,0.0,19750.0,141330,141925,"1억 6,000",,,,천안삼거리초등학교,공립,284.0,279.0
1,구성향목(향목그라비스),109,충청남도 천안시 동남구 구성동 300-6,충청남도 천안시 동남구 충절로 303,36.792814,127.161929,216.0,0.0,15.0,15.0,249,21,219.0,(주)향목종합건설,HT001,109.64,84.96,77,3,2,186,계단식,30300.0,120780.0,6060.0,84420.0,0.0,0.0,0.0,20500.0,200337,201180,"1억 9,000~2억 2,000","1억 3,000~1억 5,000",,,천안삼거리초등학교,공립,284.0,279.0
0,동원,103,충청남도 천안시 동남구 구성동 442-6,충청남도 천안시 동남구 구성14길 16,36.796863,127.162255,19.0,0.0,5.0,5.0,0,0,0.0,,HT001,103.87,84.15,81,3,2,19,계단식,12330.0,49320.0,2466.0,34524.0,0.0,0.0,0.0,19750.0,,,"1억 5,000",,,,천안구성초등학교,공립,284.0,239.0
0,신성천안미소지움,81A㎡,충청남도 천안시 동남구 구성동 259,충청남도 천안시 동남구 천안대로 483-8,36.793033,127.163473,1029.0,0.0,15.0,15.0,248,21,1035.0,신성건설(주),HT001,81.64,59.84,73,3,2,223,계단식,27675.0,110700.0,5535.0,77490.0,0.0,0.0,0.0,19750.0,133943,137167,"1억 7,800~1억 9,000",,,,천안삼거리초등학교,공립,284.0,279.0
1,신성천안미소지움,81B㎡,충청남도 천안시 동남구 구성동 259,충청남도 천안시 동남구 천안대로 483-8,36.793033,127.163473,1029.0,0.0,15.0,15.0,248,21,1035.0,신성건설(주),HT001,81.68,59.58,73,3,2,132,계단식,27675.0,110700.0,5535.0,77490.0,0.0,0.0,0.0,20500.0,133368,136578,"1억 7,500~1억 9,500","1억 5,000",,,천안삼거리초등학교,공립,284.0,279.0
2,신성천안미소지움,107B㎡,충청남도 천안시 동남구 구성동 259,충청남도 천안시 동남구 천안대로 483-8,36.793033,127.163473,1029.0,0.0,15.0,15.0,248,21,1035.0,신성건설(주),HT001,107.48,84.49,79,3,2,332,계단식,41100.0,148860.0,8220.0,99540.0,0.0,0.0,0.0,20500.0,189120,193672,"2억 2,500~2억 6,500",,,,천안삼거리초등학교,공립,284.0,279.0
3,신성천안미소지움,107A㎡,충청남도 천안시 동남구 구성동 259,충청남도 천안시 동남구 천안대로 483-8,36.793033,127.163473,1029.0,0.0,15.0,15.0,248,21,1035.0,신성건설(주),HT001,107.45,84.48,79,3,2,282,계단식,41100.0,148860.0,8220.0,99540.0,0.0,0.0,0.0,20500.0,189096,193647,"2억 1,500~2억 5,000","1억 7,000",,,천안삼거리초등학교,공립,284.0,279.0
4,신성천안미소지움,143,충청남도 천안시 동남구 구성동 259,충청남도 천안시 동남구 천안대로 483-8,36.793033,127.163473,1029.0,0.0,15.0,15.0,248,21,1035.0,신성건설(주),HT001,143.09,115.48,81,4,2,60,계단식,55050.0,185130.0,11010.0,119070.0,0.0,0.0,0.0,20500.0,258469,264690,"3억 5,000",,,,천안삼거리초등학교,공립,284.0,279.0
0,쌍용,87㎡,충청남도 천안시 동남구 구성동 293-21,충청남도 천안시 동남구 충절로 295-14,36.793795,127.161627,216.0,0.0,12.0,8.0,198,20,0.0,남광토건주식회사,HT001,87.1,69.59,80,2,1,104,계단식,18113.0,72451.0,3623.0,50715.0,0.0,0.0,0.0,19750.0,170580,167929,"1억 1,800~1억 3,500",,,,천안구성초등학교,공립,284.0,239.0
1,쌍용,106,충청남도 천안시 동남구 구성동 293-21,충청남도 천안시 동남구 충절로 295-14,36.793795,127.161627,216.0,0.0,12.0,8.0,198,20,0.0,남광토건주식회사,HT001,106.34,84.96,80,3,1,112,계단식,20858.0,83431.0,4172.0,58401.0,0.0,0.0,0.0,20500.0,208255,205018,"1억 4,000~1억 4,500",,,,천안구성초등학교,공립,284.0,239.0
0,영웅플러스빌(도시형),79A㎡,충청남도 천안시 동남구 구성동 470-1,충청남도 천안시 동남구 구성7길 29,36.796428,127.158657,29.0,0.0,6.0,5.0,154,36,29.0,주식회사다우종합건설,HT001,79.49,56.72,71,2,1,3,복도식,60000.0,156000.0,12000.0,84000.0,0.0,0.0,0.0,19750.0,,,,,,,천안구성초등학교,공립,284.0,239.0
1,영웅플러스빌(도시형),79B㎡,충청남도 천안시 동남구 구성동 470-1,충청남도 천안시 동남구 구성7길 29,36.796428,127.158657,29.0,0.0,6.0,5.0,154,36,29.0,주식회사다우종합건설,HT001,79.49,56.72,71,2,1,1,복도식,60000.0,156000.0,12000.0,84000.0,0.0,0.0,0.0,20500.0,,,,,,,천안구성초등학교,공립,284.0,239.0
2,영웅플러스빌(도시형),87A㎡,충청남도 천안시 동남구 구성동 470-1,충청남도 천안시 동남구 구성7길 29,36.796428,127.158657,29.0,0.0,6.0,5.0,154,36,29.0,주식회사다우종합건설,HT001,87.92,62.83,71,2,1,5,복도식,69900.0,177120.0,13980.0,93240.0,0.0,0.0,0.0,20500.0,,,,,,,천안구성초등학교,공립,284.0,239.0
3,영웅플러스빌(도시형),88B㎡,충청남도 천안시 동남구 구성동 470-1,충청남도 천안시 동남구 구성7길 29,36.796428,127.158657,29.0,0.0,6.0,5.0,154,36,29.0,주식회사다우종합건설,HT001,88.68,63.26,71,2,1,5,복도식,69900.0,177120.0,13980.0,93240.0,0.0,0.0,0.0,20500.0,,,,,,,천안구성초등학교,공립,284.0,239.0
4,영웅플러스빌(도시형),89C㎡,충청남도 천안시 동남구 구성동 470-1,충청남도 천안시 동남구 구성7길 29,36.796428,127.158657,29.0,0.0,6.0,5.0,154,36,29.0,주식회사다우종합건설,HT001,89.81,64.13,71,2,1,5,복도식,71700.0,180960.0,14340.0,94920.0,0.0,0.0,0.0,20500.0,,,"1억 6,500",,,,천안구성초등학교,공립,284.0,239.0
5,영웅플러스빌(도시형),93㎡,충청남도 천안시 동남구 구성동 470-1,충청남도 천안시 동남구 구성7길 29,36.796428,127.158657,29.0,0.0,6.0,5.0,154,36,29.0,주식회사다우종합건설,HT001,93.61,66.97,72,2,1,5,복도식,77100.0,192480.0,15420.0,99960.0,0.0,0.0,0.0,25500.0,,,,,,,천안구성초등학교,공립,284.0,239.0
6,영웅플러스빌(도시형),94,충청남도 천안시 동남구 구성동 470-1,충청남도 천안시 동남구 구성7길 29,36.796428,127.158657,29.0,0.0,6.0,5.0,154,36,29.0,주식회사다우종합건설,HT001,94.61,67.83,72,2,1,5,복도식,78000.0,194400.0,15600.0,100800.0,0.0,0.0,0.0,,,,,,,,천안구성초등학교,공립,284.0,239.0
0,휴먼시아,71㎡,충청남도 천안시 동남구 구성동 525,충청남도 천안시 동남구 대흥로 35,36.797233,127.155942,473.0,0.0,23.0,15.0,205,15,483.0,이수건설(주),HT001,71.06,51.85,73,2,1,34,계단식,24075.0,96300.0,4815.0,67410.0,0.0,0.0,0.0,20500.0,141114,136371,"1억 7,200~1억 7,300",,"2,000/60","2,000/60",천안구성초등학교,공립,284.0,239.0
1,휴먼시아,83㎡,충청남도 천안시 동남구 구성동 525,충청남도 천안시 동남구 대흥로 35,36.797233,127.155942,473.0,0.0,23.0,15.0,205,15,483.0,이수건설(주),HT001,83.12,59.79,72,3,1,103,계단식,29475.0,117900.0,5895.0,82530.0,0.0,0.0,0.0,20500.0,162723,157254,,,,,천안구성초등학교,공립,284.0,239.0
2,휴먼시아,113A㎡,충청남도 천안시 동남구 구성동 525,충청남도 천안시 동남구 대흥로 35,36.797233,127.155942,473.0,0.0,23.0,15.0,205,15,483.0,이수건설(주),HT001,113.97,84.78,74,3,2,214,복합식,46500.0,162900.0,9300.0,107100.0,0.0,0.0,0.0,19750.0,230735,222980,"2억 7,000~3억 2,000","1억 7,000",,,천안구성초등학교,공립,284.0,239.0
3,휴먼시아,113B,충청남도 천안시 동남구 구성동 525,충청남도 천안시 동남구 대흥로 35,36.797233,127.155942,473.0,0.0,23.0,15.0,205,15,483.0,이수건설(주),HT001,113.37,84.33,74,3,2,122,계단식,42450.0,152370.0,8490.0,101430.0,0.0,0.0,0.0,20500.0,229511,221797,"2억 4,000~2억 6,500","1억 9,000","2,000/75","2,000/75",천안구성초등학교,공립,284.0,239.0
0,국민,71,충청남도 천안시 동남구 다가동 7-1,충청남도 천안시 동남구 천안천공원2길 6,36.796786,127.14891,60.0,0.0,5.0,5.0,126,25,0.0,,HT001,71.35,57.83,81,2,1,60,계단식,,,,,,,,,,,,,,,천안일봉초등학교,공립,221.0,213.0
0,삼오,78㎡,충청남도 천안시 동남구 다가동 6-50,충청남도 천안시 동남구 천안천공원5길 51,36.795966,127.148908,52.0,0.0,5.0,3.0,0,0,0.0,,HT001,78.3,59.13,76,3,2,40,계단식,,,,,,,,,,,"7,600",,"1,000/40","1,000/40",천안일봉초등학교,공립,221.0,213.0
1,삼오,95,충청남도 천안시 동남구 다가동 6-50,충청남도 천안시 동남구 천안천공원5길 51,36.795966,127.148908,52.0,0.0,5.0,3.0,0,0,0.0,,HT001,95.64,65.61,69,3,2,12,계단식,,,,,,,,,,,,,,,천안일봉초등학교,공립,221.0,213.0
0,서해그랑블,109B㎡,충청남도 천안시 동남구 다가동 526,충청남도 천안시 동남구 천안천공원3길 5-31,36.802481,127.145127,286.0,0.0,15.0,11.0,247,24,358.0,서해종합건설,HT001,109.59,84.88,77,3,2,82,계단식,32550.0,126630.0,6510.0,87570.0,0.0,0.0,0.0,,228591,208380,"1억 9,500~2억 5,000",,"1,000/80~1,000/85","1,000/80~1,000/85",천안와촌초등학교,공립,118.0,123.0
1,서해그랑블,110A㎡,충청남도 천안시 동남구 다가동 526,충청남도 천안시 동남구 천안천공원3길 5-31,36.802481,127.145127,286.0,0.0,15.0,11.0,247,24,358.0,서해종합건설,HT001,110.99,84.74,76,3,2,76,계단식,32550.0,126630.0,6510.0,87570.0,0.0,0.0,0.0,,228225,208046,"2억 3,900~2억 5,200",,,,천안와촌초등학교,공립,118.0,123.0
2,서해그랑블,110C㎡,충청남도 천안시 동남구 다가동 526,충청남도 천안시 동남구 천안천공원3길 5-31,36.802481,127.145127,286.0,0.0,15.0,11.0,247,24,358.0,서해종합건설,HT001,110.67,84.1,76,3,2,72,계단식,32550.0,126630.0,6510.0,87570.0,0.0,0.0,0.0,,226504,206477,"2억 1,000~2억 1,500",,,,천안와촌초등학교,공립,118.0,123.0
3,서해그랑블,135,충청남도 천안시 동남구 다가동 526,충청남도 천안시 동남구 천안천공원3길 5-31,36.802481,127.145127,286.0,0.0,15.0,11.0,247,24,358.0,서해종합건설,HT001,135.93,109.54,81,3,2,56,계단식,44700.0,158220.0,8940.0,104580.0,0.0,0.0,0.0,,295006,268923,"2억 8,000~3억 3,000",,"5,000/60","5,000/60",천안와촌초등학교,공립,118.0,123.0
0,신성,94㎡,충청남도 천안시 동남구 다가동 440-10,충청남도 천안시 동남구 다가말2길 34-5,36.797534,127.136374,364.0,0.0,14.0,14.0,248,20,0.0,신성건설,HT001,94.4,75.56,80,3,1,168,계단식,16763.0,67051.0,3353.0,46935.0,0.0,0.0,0.0,,177927,164989,,,,,천안일봉초등학교,공립,221.0,213.0
1,신성,106,충청남도 천안시 동남구 다가동 440-10,충청남도 천안시 동남구 다가말2길 34-5,36.797534,127.136374,364.0,0.0,14.0,14.0,248,20,0.0,신성건설,HT001,106.28,84.94,80,3,2,196,계단식,20205.0,80820.0,4041.0,56574.0,0.0,0.0,0.0,,200014,185470,,,,,천안일봉초등학교,공립,221.0,213.0
0,아트빌,43㎡,충청남도 천안시 동남구 다가동 27-2,충청남도 천안시 동남구 풍세로 965,36.794102,127.150408,239.0,0.0,15.0,14.0,379,28,72.0,충우종합건설(주),HT001,43.55,32.76,75,1,1,1,복도식,,,,,,,,,99627,96457,,,,,천안청수초등학교,공립,217.0,196.0
1,아트빌,52,충청남도 천안시 동남구 다가동 27-2,충청남도 천안시 동남구 풍세로 965,36.794102,127.150408,239.0,0.0,15.0,14.0,379,28,72.0,충우종합건설(주),HT001,52.89,39.78,75,1,1,238,복도식,,,,,,,,,120975,117126,"4,500",,200/30~300/30,200/30~300/30,천안청수초등학교,공립,217.0,196.0
0,웰스빌,108B㎡,충청남도 천안시 동남구 다가동 26-1,충청남도 천안시 동남구 천안천공원2길 28,36.794712,127.14863,221.0,0.0,15.0,14.0,248,23,227.0,조영건설(주),HT001,108.8,84.93,78,3,2,43,계단식,26325.0,105300.0,5265.0,73710.0,0.0,0.0,0.0,,212999,205058,"1억 8,800~2억",,,,천안일봉초등학교,공립,221.0,213.0
1,웰스빌,110A,충청남도 천안시 동남구 다가동 26-1,충청남도 천안시 동남구 천안천공원2길 28,36.794712,127.14863,221.0,0.0,15.0,14.0,248,23,227.0,조영건설(주),HT001,110.35,84.84,77,3,2,178,계단식,26775.0,107100.0,5355.0,74970.0,0.0,0.0,0.0,,212774,204841,"1억 9,000~2억 1,500",,,,천안일봉초등학교,공립,221.0,213.0
0,일봉공원한화꿈에그린,111,충청남도 천안시 동남구 다가동 444-3,충청남도 천안시 동남구 다가말2길 54,36.7973,127.137643,245.0,0.0,15.0,8.0,183,19,252.0,(주)한화건설,HT001,111.03,84.96,77,3,2,245,계단식,37950.0,140670.0,7590.0,95130.0,0.0,0.0,0.0,,190295,190853,"2억~2억 4,000","1억 3,000~1억 5,800",,,천안일봉초등학교,공립,221.0,213.0
0,일봉산해피트리,114C㎡,충청남도 천안시 동남구 다가동 578,충청남도 천안시 동남구 다가말2길 70,36.79723,127.140051,546.0,0.0,20.0,15.0,233,22,643.0,"(주)신일,(주)파라다이스건설부문",HT001,114.53,84.95,74,3,2,226,계단식,62700.0,205020.0,12540.0,129780.0,0.0,0.0,0.0,,217902,210772,"2억 5,500~3억 6,000","1억 9,000~2억 2,000","2,000/90","2,000/90",천안일봉초등학교,공립,221.0,213.0
1,일봉산해피트리,115A㎡,충청남도 천안시 동남구 다가동 578,충청남도 천안시 동남구 다가말2길 70,36.79723,127.140051,546.0,0.0,20.0,15.0,233,22,643.0,"(주)신일,(주)파라다이스건설부문",HT001,115.29,84.94,74,3,2,243,계단식,62700.0,205020.0,12540.0,129780.0,0.0,0.0,0.0,,217877,210748,"2억 7,000~4억","2억~2억 5,000",,,천안일봉초등학교,공립,221.0,213.0
2,일봉산해피트리,115B,충청남도 천안시 동남구 다가동 578,충청남도 천안시 동남구 다가말2길 70,36.79723,127.140051,546.0,0.0,20.0,15.0,233,22,643.0,"(주)신일,(주)파라다이스건설부문",HT001,115.32,84.97,74,3,2,77,계단식,62700.0,205020.0,12540.0,129780.0,0.0,0.0,0.0,,217952,210820,"2억 7,000~3억 1,000",,,,천안일봉초등학교,공립,221.0,213.0
0,학산,110㎡,충청남도 천안시 동남구 다가동 393-19,충청남도 천안시 동남구 충무로 309,36.79894,127.13969,14.0,0.0,9.0,8.0,249,51,21.0,(주)학산종합건설,HT001,110.24,98.51,89,3,2,12,계단식,25200.0,100800.0,5040.0,70560.0,0.0,0.0,0.0,,,,,"1억 3,000",,,천안일봉초등학교,공립,221.0,213.0
1,학산,163,충청남도 천안시 동남구 다가동 393-19,충청남도 천안시 동남구 충무로 309,36.79894,127.13969,14.0,0.0,9.0,8.0,249,51,21.0,(주)학산종합건설,HT001,163.62,146.21,89,3,2,2,계단식,42000.0,151200.0,8400.0,100800.0,0.0,0.0,0.0,,,,,,,,천안일봉초등학교,공립,221.0,213.0
0,한성,37㎡,충청남도 천안시 동남구 다가동 520,충청남도 천안시 동남구 차돌로 128,36.802919,127.144517,99.0,0.0,10.0,10.0,187,29,75.0,한성종합건설(주),HT001,37.38,27.51,74,1,1,15,계단식,7628.0,30511.0,1526.0,21357.0,0.0,0.0,0.0,,,,"7,500",,"500/50~1,000/45","500/50~1,000/45",천안와촌초등학교,공립,118.0,123.0
1,한성,39㎡,충청남도 천안시 동남구 다가동 520,충청남도 천안시 동남구 차돌로 128,36.802919,127.144517,99.0,0.0,10.0,10.0,187,29,75.0,한성종합건설(주),HT001,39.67,29.2,74,1,1,79,계단식,7763.0,31051.0,1553.0,21735.0,0.0,0.0,0.0,,,,"6,500~8,000","6,500~7,000","500/50~3,000/30","500/50~3,000/30",천안와촌초등학교,공립,118.0,123.0
2,한성,77㎡,충청남도 천안시 동남구 다가동 520,충청남도 천안시 동남구 차돌로 128,36.802919,127.144517,99.0,0.0,10.0,10.0,187,29,75.0,한성종합건설(주),HT001,77.06,56.71,74,1,1,4,계단식,15390.0,61560.0,3078.0,43092.0,0.0,0.0,0.0,,,,,,,,천안와촌초등학교,공립,118.0,123.0
3,한성,79,충청남도 천안시 동남구 다가동 520,충청남도 천안시 동남구 차돌로 128,36.802919,127.144517,99.0,0.0,10.0,10.0,187,29,75.0,한성종합건설(주),HT001,79.37,58.4,74,1,1,1,계단식,15638.0,62551.0,3128.0,43785.0,0.0,0.0,0.0,,,,,,,,천안와촌초등학교,공립,118.0,123.0
0,활림크로바3차,67㎡,충청남도 천안시 동남구 다가동 381-1,충청남도 천안시 동남구 다가12길 6,36.800456,127.140476,163.0,0.0,14.0,8.0,280,31,78.0,활림건설 주식회사,HT001,67.56,49.92,74,2,1,85,복도식,11340.0,45360.0,2268.0,31752.0,0.0,0.0,0.0,,128557,124470,"8,000~9,500",,500/30~500/45,500/30~500/45,천안일봉초등학교,공립,221.0,213.0
1,활림크로바3차,81,충청남도 천안시 동남구 다가동 381-1,충청남도 천안시 동남구 다가12길 6,36.800456,127.140476,163.0,0.0,14.0,8.0,280,31,78.0,활림건설 주식회사,HT001,81.12,59.94,74,3,1,78,복도식,13433.0,53731.0,2687.0,37611.0,0.0,0.0,0.0,,154362,149454,"1억 700~1억 1,000",,,,천안일봉초등학교,공립,221.0,213.0
0,미도,76㎡,충청남도 천안시 동남구 대흥동 165,충청남도 천안시 동남구 옛시청길 6,36.806883,127.147997,30.0,0.0,7.0,7.0,409,0,0.0,,HT001,76.7,64.7,84,3,1,2,복도식,,,,,,,,,,,,,,,천안초등학교,공립,91.0,83.0
1,미도,80A㎡,충청남도 천안시 동남구 대흥동 165,충청남도 천안시 동남구 옛시청길 6,36.806883,127.147997,30.0,0.0,7.0,7.0,409,0,0.0,,HT001,80.2,67.6,84,3,1,1,복도식,,,,,,,,,,,,,,,천안초등학교,공립,91.0,83.0
2,미도,80B㎡,충청남도 천안시 동남구 대흥동 165,충청남도 천안시 동남구 옛시청길 6,36.806883,127.147997,30.0,0.0,7.0,7.0,409,0,0.0,,HT001,80.9,68.2,84,3,1,1,복도식,,,,,,,,,,,,,,,천안초등학교,공립,91.0,83.0
3,미도,85A㎡,충청남도 천안시 동남구 대흥동 165,충청남도 천안시 동남구 옛시청길 6,36.806883,127.147997,30.0,0.0,7.0,7.0,409,0,0.0,,HT001,85.2,71.8,84,3,1,6,복도식,,,,,,,,,,,,,,,천안초등학교,공립,91.0,83.0
4,미도,86B㎡,충청남도 천안시 동남구 대흥동 165,충청남도 천안시 동남구 옛시청길 6,36.806883,127.147997,30.0,0.0,7.0,7.0,409,0,0.0,,HT001,86,72.5,84,3,1,6,복도식,,,,,,,,,,,,,,,천안초등학교,공립,91.0,83.0
5,미도,90㎡,충청남도 천안시 동남구 대흥동 165,충청남도 천안시 동남구 옛시청길 6,36.806883,127.147997,30.0,0.0,7.0,7.0,409,0,0.0,,HT001,90.2,76.1,84,3,1,2,복도식,,,,,,,,,,,,,,,천안초등학교,공립,91.0,83.0
6,미도,94A㎡,충청남도 천안시 동남구 대흥동 165,충청남도 천안시 동남구 옛시청길 6,36.806883,127.147997,30.0,0.0,7.0,7.0,409,0,0.0,,HT001,94.2,79.4,84,3,1,2,복도식,,,,,,,,,,,,,,,천안초등학교,공립,91.0,83.0
7,미도,95B㎡,충청남도 천안시 동남구 대흥동 165,충청남도 천안시 동남구 옛시청길 6,36.806883,127.147997,30.0,0.0,7.0,7.0,409,0,0.0,,HT001,95,80.1,84,3,1,1,복도식,,,,,,,,,,,,,,,천안초등학교,공립,91.0,83.0
8,미도,98A㎡,충청남도 천안시 동남구 대흥동 165,충청남도 천안시 동남구 옛시청길 6,36.806883,127.147997,30.0,0.0,7.0,7.0,409,0,0.0,,HT001,98.9,83.4,84,3,1,1,복도식,,,,,,,,,,,,,,,천안초등학교,공립,91.0,83.0
9,미도,99B㎡,충청남도 천안시 동남구 대흥동 165,충청남도 천안시 동남구 옛시청길 6,36.806883,127.147997,30.0,0.0,7.0,7.0,409,0,0.0,,HT001,99,83.5,84,3,1,1,복도식,,,,,,,,,,,,,,,천안초등학교,공립,91.0,83.0
10,미도,102A㎡,충청남도 천안시 동남구 대흥동 165,충청남도 천안시 동남구 옛시청길 6,36.806883,127.147997,30.0,0.0,7.0,7.0,409,0,0.0,,HT001,102.2,86.2,84,3,1,3,복도식,,,,,,,,,,,,,,,천안초등학교,공립,91.0,83.0
11,미도,103B㎡,충청남도 천안시 동남구 대흥동 165,충청남도 천안시 동남구 옛시청길 6,36.806883,127.147997,30.0,0.0,7.0,7.0,409,0,0.0,,HT001,103.2,87,84,3,1,3,복도식,,,,,,,,,,,,,,,천안초등학교,공립,91.0,83.0
12,미도,129,충청남도 천안시 동남구 대흥동 165,충청남도 천안시 동남구 옛시청길 6,36.806883,127.147997,30.0,0.0,7.0,7.0,409,0,0.0,,HT001,129.1,108.9,84,3,1,1,복도식,,,,,,,,,,,,,,,천안초등학교,공립,91.0,83.0
0,천안맨션,57㎡,충청남도 천안시 동남구 대흥동 43,충청남도 천안시 동남구 대흥로 267,36.811984,127.14826,32.0,0.0,4.0,4.0,77,18,0.0,,HT001,57.6,57.6,100,2,1,24,계단식,27000.0,70200.0,5400.0,37800.0,0.0,0.0,0.0,,,,,,,,천안초등학교,공립,91.0,83.0
1,천안맨션,76,충청남도 천안시 동남구 대흥동 43,충청남도 천안시 동남구 대흥로 267,36.811984,127.14826,32.0,0.0,4.0,4.0,77,18,0.0,,HT001,76.2,76.2,100,3,2,8,계단식,34800.0,90480.0,6960.0,48720.0,0.0,0.0,0.0,,,,,,,,천안초등학교,공립,91.0,83.0
0,목천신도브래뉴1차,86㎡,충청남도 천안시 동남구 목천읍 신계리 103-4,충청남도 천안시 동남구 신계5길 47,36.771916,127.216104,540.0,0.0,12.0,12.0,148,17,502.0,(주)신도종합건설,HT001,86.33,59.98,69,3,2,160,계단식,20970.0,83880.0,4194.0,58716.0,0.0,0.0,0.0,14250.0,141591,135890,"1억 4,000~1억 5,500",,"1,000/60","1,000/60",신흥초등학교,공립,232.0,209.0
1,목천신도브래뉴1차,111,충청남도 천안시 동남구 목천읍 신계리 103-4,충청남도 천안시 동남구 신계5길 47,36.771916,127.216104,540.0,0.0,12.0,12.0,148,17,502.0,(주)신도종합건설,HT001,111.88,84.98,76,3,2,380,계단식,24300.0,97200.0,4860.0,68040.0,0.0,0.0,0.0,16500.0,200607,192531,"1억 5,500~2억 2,000","1억 3,000","2,000/65","2,000/65",신흥초등학교,공립,232.0,209.0
0,목천신도브래뉴2차,80㎡,충청남도 천안시 동남구 목천읍 신계리 166-36,충청남도 천안시 동남구 목천안터2길 19,36.776584,127.210691,957.0,0.0,15.0,14.0,206,17,1164.0,신도산업개발(주),HT001,80.3,59.86,75,3,2,299,계단식,23400.0,93600.0,4680.0,65520.0,0.0,0.0,0.0,14250.0,141014,166631,"1억 5,500~1억 7,000",,"1,000/65","1,000/65",신흥초등학교,공립,232.0,209.0
1,목천신도브래뉴2차,95㎡,충청남도 천안시 동남구 목천읍 신계리 166-36,충청남도 천안시 동남구 목천안터2길 19,36.776584,127.210691,957.0,0.0,15.0,14.0,206,17,1164.0,신도산업개발(주),HT001,95.47,74.57,78,3,2,90,계단식,25650.0,102600.0,5130.0,71820.0,0.0,0.0,0.0,16500.0,175667,207579,"1억 6,500~1억 7,000",,,,신흥초등학교,공립,232.0,209.0
2,목천신도브래뉴2차,109,충청남도 천안시 동남구 목천읍 신계리 166-36,충청남도 천안시 동남구 목천안터2길 19,36.776584,127.210691,957.0,0.0,15.0,14.0,206,17,1164.0,신도산업개발(주),HT001,109.78,84.81,77,3,2,568,계단식,29025.0,116100.0,5805.0,81270.0,0.0,0.0,0.0,,199790,236084,"1억 9,000~2억 1,000",,,,신흥초등학교,공립,232.0,209.0
0,목천프라임,53㎡,충청남도 천안시 동남구 목천읍 신계리 134-3,충청남도 천안시 동남구 충절로 892,36.772744,127.210517,899.0,0.0,12.0,12.0,147,15,666.0,이수건설(주),HT001,53.61,39.68,74,2,1,575,복도식,7470.0,29880.0,1494.0,20916.0,0.0,0.0,0.0,14250.0,106615,100409,"6,500~7,900",,300/35,300/35,신계초등학교,공립,138.0,130.0
1,목천프라임,71,충청남도 천안시 동남구 목천읍 신계리 134-3,충청남도 천안시 동남구 충절로 892,36.772744,127.210517,899.0,0.0,12.0,12.0,147,15,666.0,이수건설(주),HT001,71.75,55.1,77,2,1,324,복도식,11993.0,47971.0,2399.0,33579.0,0.0,0.0,0.0,16500.0,148046,139429,"8,500~1억 1,000",,,,신계초등학교,공립,138.0,130.0
