,아파트명,면적,법정동주소,도로명주소,latitude,longitude,세대수,임대세대수,최고층,최저층,용적률,건폐율,주차대수,건설사,난방,공급면적,전용면적,전용율,방수,욕실수,해당면적_세대수,현관구조,재산세,재산세합계,지방교육세,재산세_도시지역분,종합부동산세,결정세액,농어촌특별세,가격,겨울관리비,여름관리비,매매호가,전세호가,월세호가,실거래가,초등학교_학군정보,초등학교_설립정보,초등학교_남학생수,초등학교_여학생수
1,우방유쉘1단지,166,충청남도 천안시 동남구 신부동 910,충청남도 천안시 동남구 중앙로 255-21,36.821067,127.150614,138.0,0.0,15.0,14.0,205,18,182.0,(주)씨앤우방이엔씨,HT001,166.31,132.46,80,4,2,56,계단식,69000.0,221400.0,13800.0,138600.0,0.0,0.0,0.0,17500.0,,,"3억 1,000~3억 7,000","2억 7,000",,,천안신부초등학교,공립,335.0,328.0
0,우방유쉘2단지,166,충청남도 천안시 동남구 신부동 905,충청남도 천안시 동남구 중앙로 255-11,36.821172,127.150243,56.0,0.0,15.0,15.0,213,23,73.0,(주)씨앤우방,HT001,166.31,132.46,80,4,2,56,계단식,66750.0,215550.0,13350.0,135450.0,0.0,0.0,0.0,17500.0,,,"3억 5,000~3억 7,000","2억 4,000",,,천안신부초등학교,공립,335.0,328.0
0,우방유쉘3단지,109,충청남도 천안시 동남구 신부동 900,충청남도 천안시 동남구 중앙로 255-12,36.821387,127.151294,78.0,0.0,14.0,14.0,213,23,103.0,(주)씨앤우방,HT001,109.22,84.91,78,3,2,78,계단식,46050.0,161730.0,9210.0,106470.0,0.0,0.0,0.0,17500.0,,,"2억 3,000~2억 4,500",,,,천안신부초등학교,공립,335.0,328.0
0,중앙개발,114㎡,충청남도 천안시 동남구 신부동 497-2,충청남도 천안시 동남구 신부2길 58,36.820005,127.162227,20.0,0.0,8.0,4.0,244,36,0.0,,HT001,114.39,84.42,74,3,2,19,계단식,18450.0,73800.0,3690.0,51660.0,0.0,0.0,0.0,17500.0,,,,,"2,000/65","2,000/65",천안신안초등학교,공립,311.0,300.0
1,중앙개발,127,충청남도 천안시 동남구 신부동 497-2,충청남도 천안시 동남구 신부2길 58,36.820005,127.162227,20.0,0.0,8.0,4.0,244,36,0.0,,HT001,127.91,84.42,66,3,2,1,계단식,18090.0,72360.0,3618.0,50652.0,0.0,0.0,0.0,17500.0,,,,,,,천안신안초등학교,공립,311.0,300.0
0,청광플러스원,106,충청남도 천안시 동남구 신부동 889-1,충청남도 천안시 동남구 중앙로 265-31,36.821983,127.150212,230.0,0.0,15.0,14.0,248,22,243.0,청광건설(주),HT001,106.38,84.58,80,3,2,230,계단식,38850.0,143010.0,7770.0,96390.0,0.0,0.0,0.0,17500.0,196803,187757,"2억 2,000~2억 6,000","1억 8,500","2,000/90","2,000/90",천안신부초등학교,공립,335.0,328.0
0,한화,28㎡,충청남도 천안시 동남구 신부동 495-8,충청남도 천안시 동남구 신부15길 7,36.820345,127.161954,195.0,0.0,8.0,8.0,264,42,63.0,(주)한화,HT001,28.5,19.22,67,1,1,112,복도식,4343.0,17371.0,869.0,12159.0,0.0,0.0,0.0,21000.0,102659,99210,"3,100~3,800",,,,천안신안초등학교,공립,311.0,300.0
1,한화,35㎡,충청남도 천안시 동남구 신부동 495-8,충청남도 천안시 동남구 신부15길 7,36.820345,127.161954,195.0,0.0,8.0,8.0,264,42,63.0,(주)한화,HT001,35.29,23.81,67,1,1,55,복도식,6570.0,26280.0,1314.0,18396.0,0.0,0.0,0.0,17500.0,127175,122903,,,,,천안신안초등학교,공립,311.0,300.0
2,한화,54,충청남도 천안시 동남구 신부동 495-8,충청남도 천안시 동남구 신부15길 7,36.820345,127.161954,195.0,0.0,8.0,8.0,264,42,63.0,(주)한화,HT001,54.73,36.92,67,1,1,28,복도식,9720.0,38880.0,1944.0,27216.0,0.0,0.0,0.0,17500.0,197199,190574,"7,500",,,,천안신안초등학교,공립,311.0,300.0
0,휴먼시아,68㎡,충청남도 천안시 동남구 신부동 970,충청남도 천안시 동남구 천안천8길 45,36.821911,127.155223,497.0,0.0,23.0,16.0,204,15,526.0,"(주)도원이엔씨,우정건설(주)",HT001,68.84,51.69,75,2,1,64,계단식,,,,,,,,,126737,124996,,,,,천안신부초등학교,공립,335.0,328.0
1,휴먼시아,79A㎡,충청남도 천안시 동남구 신부동 970,충청남도 천안시 동남구 천안천8길 45,36.821911,127.155223,497.0,0.0,23.0,16.0,204,15,526.0,"(주)도원이엔씨,우정건설(주)",HT001,79.66,59.81,75,3,2,42,계단식,,,,,,,,,146645,144632,,,,,천안신부초등학교,공립,335.0,328.0
2,휴먼시아,79B㎡,충청남도 천안시 동남구 신부동 970,충청남도 천안시 동남구 천안천8길 45,36.821911,127.155223,497.0,0.0,23.0,16.0,204,15,526.0,"(주)도원이엔씨,우정건설(주)",HT001,79.34,59.57,75,3,2,40,계단식,,,,,,,,,146057,144051,,,,,천안신부초등학교,공립,335.0,328.0
3,휴먼시아,112A㎡,충청남도 천안시 동남구 신부동 970,충청남도 천안시 동남구 천안천8길 45,36.821911,127.155223,497.0,0.0,23.0,16.0,204,15,526.0,"(주)도원이엔씨,우정건설(주)",HT001,112.9,84.77,75,3,2,155,계단식,,,,,,,,17500,207844,204989,"3억 5,000~4억 1,000",,,,천안신부초등학교,공립,335.0,328.0
4,휴먼시아,112B㎡,충청남도 천안시 동남구 신부동 970,충청남도 천안시 동남구 천안천8길 45,36.821911,127.155223,497.0,0.0,23.0,16.0,204,15,526.0,"(주)도원이엔씨,우정건설(주)",HT001,112.9,84.77,75,3,2,18,계단식,,,,,,,,17500,207844,204989,,,1억/60,1억/60,천안신부초등학교,공립,335.0,328.0
5,휴먼시아,113C㎡,충청남도 천안시 동남구 신부동 970,충청남도 천안시 동남구 천안천8길 45,36.821911,127.155223,497.0,0.0,23.0,16.0,204,15,526.0,"(주)도원이엔씨,우정건설(주)",HT001,113.16,84.96,75,3,2,89,계단식,,,,,,,,21000,208309,205449,"3억 3,500~3억 8,000","2억 8,000~2억 9,000",,,천안신부초등학교,공립,335.0,328.0
6,휴먼시아,113D,충청남도 천안시 동남구 신부동 970,충청남도 천안시 동남구 천안천8길 45,36.821911,127.155223,497.0,0.0,23.0,16.0,204,15,526.0,"(주)도원이엔씨,우정건설(주)",HT001,113.09,84.91,75,3,2,89,계단식,,,,,,,,26000,208187,205328,"3억 5,000~3억 6,000",3억 500,"2억 5,000/20","2억 5,000/20",천안신부초등학교,공립,335.0,328.0
0,힐스테이트천안신부,80㎡,충청남도 천안시 동남구 신부동 978,충청남도 천안시 동남구 북일로 70,36.827729,127.156382,984.0,0.0,25.0,11.0,242,22,1149.0,현대엔지니어링(주),HT001,80.47,59.37,74,3,2,385,계단식,73950.0,234270.0,14790.0,145530.0,0.0,0.0,0.0,17500.0,151441,154264,"2억 8,000~3억 6,000","2억 1,000~2억 5,000","1,000/95~2,000/90","1,000/95~2,000/90",,,,
1,힐스테이트천안신부,100㎡,충청남도 천안시 동남구 신부동 978,충청남도 천안시 동남구 북일로 70,36.827729,127.156382,984.0,0.0,25.0,11.0,242,22,1149.0,현대엔지니어링(주),HT001,100.71,74.95,74,3,2,337,계단식,93750.0,285750.0,18750.0,173250.0,0.0,0.0,0.0,17500.0,191178,194742,"3억 4,000~4억 2,000","2억 6,000~2억 8,000","3,000/90","3,000/90",,,,
2,힐스테이트천안신부,113,충청남도 천안시 동남구 신부동 978,충청남도 천안시 동남구 북일로 70,36.827729,127.156382,984.0,0.0,25.0,11.0,242,22,1149.0,현대엔지니어링(주),HT001,113.89,84.98,75,3,2,262,계단식,129600.0,372240.0,25920.0,216720.0,0.0,0.0,0.0,21000.0,216770,220811,"3억 9,000~5억 6,000","2억 7,000~2억 9,000","5,000/100","5,000/100",,,,
0,대우목화4차,77㎡,충청남도 천안시 동남구 쌍용동 554,충청남도 천안시 동남구 봉명1길 17,36.802236,127.133255,248.0,0.0,15.0,9.0,168,15,100.0,대우건설,HT001,77.64,59.46,77,2,1,5,계단식,17078.0,68311.0,3416.0,47817.0,0.0,0.0,0.0,10250.0,145144,139766,,,,,천안봉명초등학교,공립,146.0,137.0
1,대우목화4차,93㎡,충청남도 천안시 동남구 쌍용동 554,충청남도 천안시 동남구 봉명1길 17,36.802236,127.133255,248.0,0.0,15.0,9.0,168,15,100.0,대우건설,HT001,93.63,71.7,77,3,1,121,계단식,21173.0,84691.0,4235.0,59283.0,0.0,0.0,0.0,14500.0,175022,168537,"1억 3,800~1억 5,000",,,,천안봉명초등학교,공립,146.0,137.0
2,대우목화4차,106A㎡,충청남도 천안시 동남구 쌍용동 554,충청남도 천안시 동남구 봉명1길 17,36.802236,127.133255,248.0,0.0,15.0,9.0,168,15,100.0,대우건설,HT001,106.63,84.48,79,3,2,74,계단식,25200.0,100800.0,5040.0,70560.0,0.0,0.0,0.0,17000.0,206218,198578,,,"1,000/65~1,000/70","1,000/65~1,000/70",천안봉명초등학교,공립,146.0,137.0
3,대우목화4차,107B,충청남도 천안시 동남구 쌍용동 554,충청남도 천안시 동남구 봉명1길 17,36.802236,127.133255,248.0,0.0,15.0,9.0,168,15,100.0,대우건설,HT001,107.05,84.97,79,3,2,48,계단식,25200.0,100800.0,5040.0,70560.0,0.0,0.0,0.0,17000.0,207414,199730,"1억 8,500",,,,천안봉명초등학교,공립,146.0,137.0
0,대우장미,51,충청남도 천안시 동남구 쌍용동 558-6,충청남도 천안시 동남구 봉명1길 1,36.800641,127.133223,48.0,0.0,6.0,6.0,153,26,0.0,,HT001,51,41.54,81,2,1,48,복도식,10238.0,40951.0,2048.0,28665.0,0.0,0.0,0.0,10250.0,,,,,,,천안봉명초등학교,공립,146.0,137.0
0,쌍용신성2단지,77㎡,충청남도 천안시 동남구 쌍용동 555-2,충청남도 천안시 동남구 순천향1길 16,36.800814,127.132572,292.0,0.0,18.0,8.0,215,22,156.0,주식회사신성,HT001,77.55,59.91,77,3,1,136,계단식,21915.0,87660.0,4383.0,61362.0,0.0,0.0,0.0,10250.0,160762,144099,,"1억 2,000","2,000/60","2,000/60",천안미라초등학교,공립,206.0,156.0
1,쌍용신성2단지,107㎡,충청남도 천안시 동남구 쌍용동 555-2,충청남도 천안시 동남구 순천향1길 16,36.800814,127.132572,292.0,0.0,18.0,8.0,215,22,156.0,주식회사신성,HT001,107.53,84.99,79,3,2,138,계단식,24975.0,99900.0,4995.0,69930.0,0.0,0.0,0.0,14500.0,228061,204423,"1억 5,000~1억 6,000","1억 2,600~1억 4,000","2,000/65","2,000/65",천안미라초등학교,공립,206.0,156.0
2,쌍용신성2단지,107,충청남도 천안시 동남구 쌍용동 555-2,충청남도 천안시 동남구 순천향1길 16,36.800814,127.132572,292.0,0.0,18.0,8.0,215,22,156.0,주식회사신성,HT001,107.3,84.81,79,3,1,18,계단식,24525.0,98100.0,4905.0,68670.0,0.0,0.0,0.0,17000.0,227578,203991,,,,,천안미라초등학교,공립,206.0,156.0
0,임광,77,충청남도 천안시 동남구 쌍용동 553-1,충청남도 천안시 동남구 순천향1길 25,36.802406,127.132252,108.0,0.0,18.0,18.0,269,47,50.0,임광토건주식회사,HT001,77.75,59.76,77,3,1,108,계단식,18630.0,74520.0,3726.0,52164.0,0.0,0.0,0.0,10250.0,,,"1억 3,000~1억 6,000",,,,천안봉명초등학교,공립,146.0,137.0
0,고운여의주,87㎡,충청남도 천안시 동남구 안서동 223-3,충청남도 천안시 동남구 안서1길 5-16,36.830025,127.177644,297.0,0.0,15.0,5.0,248,27,344.0,고운주택건설(주),HT001,87.1,59.96,69,3,2,37,계단식,24075.0,96300.0,4815.0,67410.0,0.0,0.0,0.0,14500.0,137150,134749,"1억 5,700~1억 7,500",,,,안서초등학교,공립,154.0,157.0
1,고운여의주,113㎡,충청남도 천안시 동남구 안서동 223-3,충청남도 천안시 동남구 안서1길 5-16,36.830025,127.177644,297.0,0.0,15.0,5.0,248,27,344.0,고운주택건설(주),HT001,113.51,84.96,75,3,2,132,계단식,27450.0,109800.0,5490.0,76860.0,0.0,0.0,0.0,17750.0,194309,190906,"2억 1,000~2억 1,500",,,,안서초등학교,공립,154.0,157.0
2,고운여의주,121㎡,충청남도 천안시 동남구 안서동 223-3,충청남도 천안시 동남구 안서1길 5-16,36.830025,127.177644,297.0,0.0,15.0,5.0,248,27,344.0,고운주택건설(주),HT001,121.14,84.74,70,3,2,47,계단식,29925.0,119700.0,5985.0,83790.0,0.0,0.0,0.0,19500.0,193824,190430,"1억 7,500",,,,안서초등학교,공립,154.0,157.0
3,고운여의주,153,충청남도 천안시 동남구 안서동 223-3,충청남도 천안시 동남구 안서1길 5-16,36.830025,127.177644,297.0,0.0,15.0,5.0,248,27,344.0,고운주택건설(주),HT001,153.85,123.17,80,4,2,81,계단식,46500.0,162900.0,9300.0,107100.0,0.0,0.0,0.0,23500.0,281703,276770,"2억 5,000~3억",2억,,,안서초등학교,공립,154.0,157.0
0,동보,35㎡,충청남도 천안시 동남구 안서동 304-1,충청남도 천안시 동남구 각원사길 59-5,36.831606,127.178187,615.0,0.0,10.0,8.0,254,0,0.0,"동보건설(주), 동보산업개발(주)",HT001,35.15,24.18,69,1,1,615,복도식,6930.0,27720.0,1386.0,19404.0,0.0,0.0,0.0,14500.0,90221,87883,"5,000~6,000",,,,안서초등학교,공립,154.0,157.0
1,동보,39㎡,충청남도 천안시 동남구 안서동 304-1,충청남도 천안시 동남구 각원사길 59-5,36.831606,127.178187,615.0,0.0,10.0,8.0,254,0,0.0,"동보건설(주), 동보산업개발(주)",HT001,39.66,32.5,82,2,1,1,복도식,,,,,,,,17750.0,,,,,,,안서초등학교,공립,154.0,157.0
2,동보,46㎡,충청남도 천안시 동남구 안서동 304-1,충청남도 천안시 동남구 각원사길 59-5,36.831606,127.178187,615.0,0.0,10.0,8.0,254,0,0.0,"동보건설(주), 동보산업개발(주)",HT001,46.28,37.5,81,2,1,1,복도식,,,,,,,,19500.0,,,,,,,안서초등학교,공립,154.0,157.0
3,동보,99,충청남도 천안시 동남구 안서동 304-1,충청남도 천안시 동남구 각원사길 59-5,36.831606,127.178187,615.0,0.0,10.0,8.0,254,0,0.0,"동보건설(주), 동보산업개발(주)",HT001,99.17,86.25,87,3,1,1,복도식,,,,,,,,23500.0,,,,,,,안서초등학교,공립,154.0,157.0
0,메가시티1(도시형),17G㎡,충청남도 천안시 동남구 안서동 337-2,충청남도 천안시 동남구 문암2길 14-6,36.838107,127.177512,199.0,0.0,10.0,8.0,249,36,61.0,하이스종합건설(주),HT001,17,10.67,63,1,1,1,복도식,,,,,,,,17750.0,48616,49793,,,,,안서초등학교,공립,154.0,157.0
1,메가시티1(도시형),19E㎡,충청남도 천안시 동남구 안서동 337-2,충청남도 천안시 동남구 문암2길 14-6,36.838107,127.177512,199.0,0.0,10.0,8.0,249,36,61.0,하이스종합건설(주),HT001,19.46,12.42,64,1,1,1,복도식,,,,,,,,23500.0,56590,57959,,,,,안서초등학교,공립,154.0,157.0
2,메가시티1(도시형),22C㎡,충청남도 천안시 동남구 안서동 337-2,충청남도 천안시 동남구 문암2길 14-6,36.838107,127.177512,199.0,0.0,10.0,8.0,249,36,61.0,하이스종합건설(주),HT001,22.93,14.77,64,1,1,18,복도식,,,,,,,,,67297,68926,,,,,안서초등학교,공립,154.0,157.0
3,메가시티1(도시형),23D1㎡,충청남도 천안시 동남구 안서동 337-2,충청남도 천안시 동남구 문암2길 14-6,36.838107,127.177512,199.0,0.0,10.0,8.0,249,36,61.0,하이스종합건설(주),HT001,23.26,14.98,64,1,1,12,복도식,,,,,,,,,68254,69906,,,,,안서초등학교,공립,154.0,157.0
4,메가시티1(도시형),23D㎡,충청남도 천안시 동남구 안서동 337-2,충청남도 천안시 동남구 문암2길 14-6,36.838107,127.177512,199.0,0.0,10.0,8.0,249,36,61.0,하이스종합건설(주),HT001,23.29,15.06,65,1,1,6,복도식,,,,,,,,,68618,70279,,,,,안서초등학교,공립,154.0,157.0
5,메가시티1(도시형),24A㎡,충청남도 천안시 동남구 안서동 337-2,충청남도 천안시 동남구 문암2길 14-6,36.838107,127.177512,199.0,0.0,10.0,8.0,249,36,61.0,하이스종합건설(주),HT001,24.73,16.05,65,1,1,102,복도식,,,,,,,,,73129,74899,,,,,안서초등학교,공립,154.0,157.0
6,메가시티1(도시형),24A1㎡,충청남도 천안시 동남구 안서동 337-2,충청남도 천안시 동남구 문암2길 14-6,36.838107,127.177512,199.0,0.0,10.0,8.0,249,36,61.0,하이스종합건설(주),HT001,24.59,15.74,64,1,1,24,복도식,,,,,,,,,71717,73452,,,,,안서초등학교,공립,154.0,157.0
7,메가시티1(도시형),24A2㎡,충청남도 천안시 동남구 안서동 337-2,충청남도 천안시 동남구 문암2길 14-6,36.838107,127.177512,199.0,0.0,10.0,8.0,249,36,61.0,하이스종합건설(주),HT001,24.56,15.66,64,1,1,16,복도식,,,,,,,,,71352,73079,,,,,안서초등학교,공립,154.0,157.0
8,메가시티1(도시형),24A3㎡,충청남도 천안시 동남구 안서동 337-2,충청남도 천안시 동남구 문암2길 14-6,36.838107,127.177512,199.0,0.0,10.0,8.0,249,36,61.0,하이스종합건설(주),HT001,24.56,15.66,64,1,1,8,복도식,,,,,,,,,71352,73079,,,,,안서초등학교,공립,154.0,157.0
9,메가시티1(도시형),30B㎡,충청남도 천안시 동남구 안서동 337-2,충청남도 천안시 동남구 문암2길 14-6,36.838107,127.177512,199.0,0.0,10.0,8.0,249,36,61.0,하이스종합건설(주),HT001,30.96,19.02,61,1,1,9,복도식,,,,,,,,,86662,88759,,,,,안서초등학교,공립,154.0,157.0
10,메가시티1(도시형),32F㎡,충청남도 천안시 동남구 안서동 337-2,충청남도 천안시 동남구 문암2길 14-6,36.838107,127.177512,199.0,0.0,10.0,8.0,249,36,61.0,하이스종합건설(주),HT001,32.96,21.18,64,1,1,1,복도식,,,,,,,,19500,96503,98839,,,,,안서초등학교,공립,154.0,157.0
11,메가시티1(도시형),34H,충청남도 천안시 동남구 안서동 337-2,충청남도 천안시 동남구 문암2길 14-6,36.838107,127.177512,199.0,0.0,10.0,8.0,249,36,61.0,하이스종합건설(주),HT001,34.7,22.21,64,1,1,1,복도식,,,,,,,,14500,101196,103645,,,,,안서초등학교,공립,154.0,157.0
0,부경파크빌2차,116㎡,충청남도 천안시 동남구 안서동 211,충청남도 천안시 동남구 성불사길 36,36.829059,127.189223,487.0,0.0,15.0,11.0,249,27,732.0,(주)부경,HT001,116.68,84.98,73,3,2,296,계단식,36600.0,137160.0,7320.0,93240.0,0.0,0.0,0.0,14500.0,183590,180683,"2억 1,000~2억 5,000","1억 8,000~2억",,,안서초등학교,공립,154.0,157.0
1,부경파크빌2차,174㎡,충청남도 천안시 동남구 안서동 211,충청남도 천안시 동남구 성불사길 36,36.829059,127.189223,487.0,0.0,15.0,11.0,249,27,732.0,(주)부경,HT001,174.86,135.8,78,4,2,135,계단식,46950.0,164070.0,9390.0,107730.0,0.0,0.0,0.0,17750.0,293377,288733,"2억 4,000~3억 5,000","2억 2,000",,,안서초등학교,공립,154.0,157.0
2,부경파크빌2차,179㎡,충청남도 천안시 동남구 안서동 211,충청남도 천안시 동남구 성불사길 36,36.829059,127.189223,487.0,0.0,15.0,11.0,249,27,732.0,(주)부경,HT001,179.78,135.8,76,4,2,15,계단식,46950.0,164070.0,9390.0,107730.0,0.0,0.0,0.0,19500.0,293377,288733,3억,,,,안서초등학교,공립,154.0,157.0
3,부경파크빌2차,185㎡,충청남도 천안시 동남구 안서동 211,충청남도 천안시 동남구 성불사길 36,36.829059,127.189223,487.0,0.0,15.0,11.0,249,27,732.0,(주)부경,HT001,185.78,141.95,76,4,2,11,계단식,51450.0,175770.0,10290.0,114030.0,0.0,0.0,0.0,23500.0,306665,301810,,,,,안서초등학교,공립,154.0,157.0
4,부경파크빌2차,206,충청남도 천안시 동남구 안서동 211,충청남도 천안시 동남구 성불사길 36,36.829059,127.189223,487.0,0.0,15.0,11.0,249,27,732.0,(주)부경,HT001,206.3,160.9,78,5,2,30,계단식,69900.0,223740.0,13980.0,139860.0,0.0,0.0,0.0,,347601,342098,"3억 8,000",,,,안서초등학교,공립,154.0,157.0
0,안서e-편한세상1차,126㎡,충청남도 천안시 동남구 안서동 181,충청남도 천안시 동남구 성불사길 41,36.829941,127.189023,492.0,0.0,15.0,7.0,249,21,793.0,대림산업(주),HT001,126.8,101.59,80,3,2,177,계단식,39750.0,145350.0,7950.0,97650.0,0.0,0.0,0.0,14500.0,186065,179437,"2억 4,000~3억 2,000",,,,안서초등학교,공립,154.0,157.0
1,안서e-편한세상1차,149㎡,충청남도 천안시 동남구 안서동 181,충청남도 천안시 동남구 성불사길 41,36.829941,127.189023,492.0,0.0,15.0,7.0,249,21,793.0,대림산업(주),HT001,149.7,120.72,81,4,2,199,계단식,66300.0,214380.0,13260.0,134820.0,0.0,0.0,0.0,17750.0,221101,213225,"2억 6,000~4억","2억 2,000~2억 5,000","3,000/110~4,000/100","3,000/110~4,000/100",안서초등학교,공립,154.0,157.0
2,안서e-편한세상1차,175,충청남도 천안시 동남구 안서동 181,충청남도 천안시 동남구 성불사길 41,36.829941,127.189023,492.0,0.0,15.0,7.0,249,21,793.0,대림산업(주),HT001,175.63,144.25,82,4,2,116,계단식,70350.0,224910.0,14070.0,140490.0,0.0,0.0,0.0,19500.0,264193,254781,"3억 2,500~3억 8,500",,,,안서초등학교,공립,154.0,157.0
0,안서e-편한세상2차,126㎡,충청남도 천안시 동남구 안서동 192-1,충청남도 천안시 동남구 성불사길 17,36.83003,127.186298,76.0,0.0,15.0,8.0,0,0,124.0,대림산업(주),HT001,126.81,101.59,80,3,2,48,계단식,38400.0,141840.0,7680.0,95760.0,0.0,0.0,0.0,14500.0,,,"2억 3,000~2억 6,000",,,,안서초등학교,공립,154.0,157.0
1,안서e-편한세상2차,163㎡,충청남도 천안시 동남구 안서동 192-1,충청남도 천안시 동남구 성불사길 17,36.83003,127.186298,76.0,0.0,15.0,8.0,0,0,124.0,대림산업(주),HT001,163.5,130.07,80,4,2,14,계단식,54150.0,182790.0,10830.0,117810.0,0.0,0.0,0.0,17750.0,,,"3억~3억 5,000",,,,안서초등학교,공립,154.0,157.0
2,안서e-편한세상2차,187,충청남도 천안시 동남구 안서동 192-1,충청남도 천안시 동남구 성불사길 17,36.83003,127.186298,76.0,0.0,15.0,8.0,0,0,124.0,대림산업(주),HT001,187.28,158.57,85,4,3,14,계단식,60000.0,198000.0,12000.0,126000.0,0.0,0.0,0.0,19500.0,,,"3억 1,000~3억 5,000",,,,안서초등학교,공립,154.0,157.0
0,안서금호어울림,114A㎡,충청남도 천안시 동남구 안서동 365-3,충청남도 천안시 동남구 문암1길 68,36.839827,127.177247,498.0,0.0,23.0,15.0,241,19,627.0,금호산업(주),HT001,114.05,84.96,74,3,2,157,계단식,,,,,,,,14500.0,193094,189989,"2억 3,000~3억",,,,안서초등학교,공립,154.0,157.0
1,안서금호어울림,114B㎡,충청남도 천안시 동남구 안서동 365-3,충청남도 천안시 동남구 문암1길 68,36.839827,127.177247,498.0,0.0,23.0,15.0,241,19,627.0,금호산업(주),HT001,114.08,84.96,74,3,2,124,계단식,,,,,,,,17750.0,193094,189989,"2억 4,000~2억 5,000",,,,안서초등학교,공립,154.0,157.0
2,안서금호어울림,114B-1㎡,충청남도 천안시 동남구 안서동 365-3,충청남도 천안시 동남구 문암1길 68,36.839827,127.177247,498.0,0.0,23.0,15.0,241,19,627.0,금호산업(주),HT001,114.08,84.96,74,3,2,61,계단식,,,,,,,,19500.0,193094,189989,,,,,안서초등학교,공립,154.0,157.0
3,안서금호어울림,131㎡,충청남도 천안시 동남구 안서동 365-3,충청남도 천안시 동남구 문암1길 68,36.839827,127.177247,498.0,0.0,23.0,15.0,241,19,627.0,금호산업(주),HT001,131.74,99.8,76,4,2,74,계단식,,,,,,,,23500.0,226805,223158,"2억 6,000~2억 8,000",,,,안서초등학교,공립,154.0,157.0
4,안서금호어울림,163,충청남도 천안시 동남구 안서동 365-3,충청남도 천안시 동남구 문암1길 68,36.839827,127.177247,498.0,0.0,23.0,15.0,241,19,627.0,금호산업(주),HT001,163.28,129.9,80,3,2,82,계단식,,,,,,,,,295219,290472,"3억~3억 5,000",,,,안서초등학교,공립,154.0,157.0
0,안서코아루,73B㎡,충청남도 천안시 동남구 안서동 546,충청남도 천안시 동남구 각원사길 114-7,36.829889,127.184686,276.0,0.0,18.0,10.0,239,27,255.0,한국토지신탁,HT001,73.62,54.43,74,3,2,11,계단식,29475.0,117900.0,5895.0,82530.0,0.0,0.0,0.0,14500.0,174129,169501,"1억 9,500",,,,안서초등학교,공립,154.0,157.0
1,안서코아루,74A㎡,충청남도 천안시 동남구 안서동 546,충청남도 천안시 동남구 각원사길 114-7,36.829889,127.184686,276.0,0.0,18.0,10.0,239,27,255.0,한국토지신탁,HT001,74.32,51.38,69,3,2,51,계단식,29250.0,117000.0,5850.0,81900.0,0.0,0.0,0.0,17750.0,164350,159983,"1억 7,000~2억 1,000","1억 7,000",,,안서초등학교,공립,154.0,157.0
2,안서코아루,77㎡,충청남도 천안시 동남구 안서동 546,충청남도 천안시 동남구 각원사길 114-7,36.829889,127.184686,276.0,0.0,18.0,10.0,239,27,255.0,한국토지신탁,HT001,77.19,52.6,68,2,2,52,계단식,29925.0,119700.0,5985.0,83790.0,0.0,0.0,0.0,19500.0,168256,163785,"1억 8,000~2억","7,500~1억 6,000",,,안서초등학교,공립,154.0,157.0
3,안서코아루,84A㎡,충청남도 천안시 동남구 안서동 546,충청남도 천안시 동남구 각원사길 114-7,36.829889,127.184686,276.0,0.0,18.0,10.0,239,27,255.0,한국토지신탁,HT001,84.71,58.08,69,3,2,91,계단식,35250.0,133650.0,7050.0,91350.0,0.0,0.0,0.0,23500.0,185788,180851,"1억 9,000~2억 3,000","7,000~1억 6,500","3,000/60~7,200/10","3,000/60~7,200/10",안서초등학교,공립,154.0,157.0
4,안서코아루,84B,충청남도 천안시 동남구 안서동 546,충청남도 천안시 동남구 각원사길 114-7,36.829889,127.184686,276.0,0.0,18.0,10.0,239,27,255.0,한국토지신탁,HT001,84.88,59.91,71,3,2,71,계단식,35700.0,134820.0,7140.0,91980.0,0.0,0.0,0.0,,191657,186564,"1억 9,000~2억 4,000",,,,안서초등학교,공립,154.0,157.0
0,필유하우스(도시형),19㎡,충청남도 천안시 동남구 안서동 332-1,충청남도 천안시 동남구 문암2길 6-5,36.837616,127.176683,38.0,0.0,5.0,5.0,174,51,15.0,조은종합건설주식회사,HT001,19.4,14.04,72,1,1,1,복도식,,,,,,,,14500.0,,,,,,,안서초등학교,공립,154.0,157.0
1,필유하우스(도시형),23C㎡,충청남도 천안시 동남구 안서동 332-1,충청남도 천안시 동남구 문암2길 6-5,36.837616,127.176683,38.0,0.0,5.0,5.0,174,51,15.0,조은종합건설주식회사,HT001,23.88,17.28,72,1,1,10,복도식,,,,,,,,23500.0,,,,,,,안서초등학교,공립,154.0,157.0
2,필유하우스(도시형),23A㎡,충청남도 천안시 동남구 안서동 332-1,충청남도 천안시 동남구 문암2길 6-5,36.837616,127.176683,38.0,0.0,5.0,5.0,174,51,15.0,조은종합건설주식회사,HT001,23.96,16.92,71,1,1,4,복도식,,,,,,,,17750.0,,,,,,,안서초등학교,공립,154.0,157.0
3,필유하우스(도시형),24D㎡,충청남도 천안시 동남구 안서동 332-1,충청남도 천안시 동남구 문암2길 6-5,36.837616,127.176683,38.0,0.0,5.0,5.0,174,51,15.0,조은종합건설주식회사,HT001,24.47,17.28,71,1,1,8,복도식,,,,,,,,,,,,,,,안서초등학교,공립,154.0,157.0
