아파트,건축년도,층,전용면적,거래금액,주소,Latitude,Longitude,근처역(m),인구수,외국인수,크기(km^2),외국인 비율,근처 초등학교
류진시티,2015,9,6.930275,6400,문화동 81-1,36.8095107,127.1502285,324.2439463,8191,494,0.61,0.060310096,478.097224
류진시티,2015,9,6.930275,6500,문화동 81-1,36.8095107,127.1502285,324.2439463,8191,494,0.61,0.060310096,478.097224
류진시티,2015,9,6.930275,6400,문화동 81-1,36.8095107,127.1502285,324.2439463,8191,494,0.61,0.060310096,478.097224
천안역필하우스에듀시티(1단지),2022,20,25.70829525,35000,문화동 180,36.8095295,127.1516818,451.0910199,8191,494,0.61,0.060310096,459.585229
천안역필하우스에듀시티(1단지),2022,12,25.70829525,35000,문화동 180,36.8095295,127.1516818,451.0910199,8191,494,0.61,0.060310096,459.585229
천안역필하우스에듀시티(1단지),2022,11,25.68100975,33250,문화동 180,36.8095295,127.1516818,451.0910199,8191,494,0.61,0.060310096,459.585229
힐스테이트천안,2021,38,22.6281495,40400,문화동 179,36.8074068,127.1503693,448.2261289,8191,494,0.61,0.060310096,276.2725317
힐스테이트천안,2021,37,25.63224675,44000,문화동 179,36.8074068,127.1503693,448.2261289,8191,494,0.61,0.060310096,276.2725317
힐스테이트천안,2021,38,25.63224675,42500,문화동 179,36.8074068,127.1503693,448.2261289,8191,494,0.61,0.060310096,276.2725317
거송그랑데리움,2016,16,7.68764425,9200,문화동 63-9,36.8087761,127.1504845,371.830453,8191,494,0.61,0.060310096,417.0950958
거송그랑데리움,2016,4,8.9504305,8000,문화동 63-9,36.8087761,127.1504845,371.830453,8191,494,0.61,0.060310096,417.0950958
우성5,1991,2,53.966,20000,원성동 555-1,36.8014426,127.1546925,1202.449901,8835,463,7.31,0.052405207,388.4260286
우성(주택),1990,1,25.51285,14000,원성동 598-1,36.8006088,127.1544125,1264.485834,8835,463,7.31,0.052405207,477.4466692
향목그라비스,2005,11,25.70248725,18000,구성동 300-6,36.7926917,127.1620761,2376.276138,56991,785,17.15,0.013774105,321.0819427
구성휴먼시아,2010,6,15.684625,17200,구성동 525,36.7967263,127.1559709,1706.238735,56991,785,17.15,0.013774105,461.1534649
구성휴먼시아,2010,8,25.509825,24700,구성동 525,36.7967263,127.1559709,1706.238735,56991,785,17.15,0.013774105,461.1534649
구성휴먼시아,2010,15,18.086475,17200,구성동 525,36.7967263,127.1559709,1706.238735,56991,785,17.15,0.013774105,461.1534649
구성휴먼시아,2010,7,25.509825,24000,구성동 525,36.7967263,127.1559709,1706.238735,56991,785,17.15,0.013774105,461.1534649
신성천안미소지움,2006,13,18.0256725,18000,구성동 259,36.7928013,127.163806,2458.802366,56991,785,17.15,0.013774105,370.2114267
신성천안미소지움,2006,2,25.55762,20800,구성동 259,36.7928013,127.163806,2458.802366,56991,785,17.15,0.013774105,370.2114267
신성천안미소지움,2006,2,18.103415,16200,구성동 259,36.7928013,127.163806,2458.802366,56991,785,17.15,0.013774105,370.2114267
신성천안미소지움,2006,10,18.103415,18000,구성동 259,36.7928013,127.163806,2458.802366,56991,785,17.15,0.013774105,370.2114267
신성천안미소지움,2006,13,18.103415,17500,구성동 259,36.7928013,127.163806,2458.802366,56991,785,17.15,0.013774105,370.2114267
쌍용,1990,3,21.050975,11500,구성동 293-21,36.7938023,127.1618295,2263.375807,56991,785,17.15,0.013774105,305.5453887
쌍용,1990,5,21.050975,11500,구성동 293-21,36.7938023,127.1618295,2263.375807,56991,785,17.15,0.013774105,305.5453887
쌍용,1990,5,21.050975,11700,구성동 293-21,36.7938023,127.1618295,2263.375807,56991,785,17.15,0.013774105,305.5453887
구성I-PARK,2004,8,24.26978675,18000,구성동 388-72,36.7932183,127.159471,2200.104436,56991,785,17.15,0.013774105,86.53252162
구성I-PARK,2004,6,24.26978675,18000,구성동 388-72,36.7932183,127.159471,2200.104436,56991,785,17.15,0.013774105,86.53252162
경남아너스빌,2008,15,36.42826,27500,청수동 267,36.7891283,127.1491975,1797.161317,56991,785,17.15,0.013774105,142.4322157
극동1차,1992,5,38.48405,19000,청수동 209,36.7914517,127.1552756,2034.278203,56991,785,17.15,0.013774105,341.9296371
극동1차,1992,7,25.600575,16000,청수동 209,36.7914517,127.1552756,2034.278203,56991,785,17.15,0.013774105,341.9296371
극동1차,1992,1,22.0462,11500,청수동 209,36.7914517,127.1552756,2034.278203,56991,785,17.15,0.013774105,341.9296371
현대,1996,5,18.140925,15000,청수동 219-4,36.7973957,127.1539054,1556.932196,56991,785,17.15,0.013774105,628.4805926
현대,1996,20,18.140925,9000,청수동 219-4,36.7973957,127.1539054,1556.932196,56991,785,17.15,0.013774105,628.4805926
산운마을부영사랑으로,2011,9,25.70877925,23900,청당동 609,36.7887979,127.1596784,2524.116581,56991,785,17.15,0.013774105,348.0273124
산운마을부영사랑으로,2011,1,25.70877925,21000,청당동 609,36.7887979,127.1596784,2524.116581,56991,785,17.15,0.013774105,348.0273124
산운마을부영사랑으로,2011,1,25.70877925,22000,청당동 609,36.7887979,127.1596784,2524.116581,56991,785,17.15,0.013774105,348.0273124
한양수자인,2011,11,25.696407,36000,청당동 458,36.7832334,127.150727,2406.693801,56991,785,17.15,0.013774105,279.6252927
한양수자인,2011,17,25.702457,38500,청당동 458,36.7832334,127.150727,2406.693801,56991,785,17.15,0.013774105,279.6252927
한양수자인,2011,11,25.702457,30000,청당동 458,36.7832334,127.150727,2406.693801,56991,785,17.15,0.013774105,279.6252927
한양수자인,2011,17,25.702457,28500,청당동 458,36.7832334,127.150727,2406.693801,56991,785,17.15,0.013774105,279.6252927
한양수자인,2011,4,25.6961045,29500,청당동 458,36.7832334,127.150727,2406.693801,56991,785,17.15,0.013774105,279.6252927
한양수자인,2011,4,25.6961045,29500,청당동 458,36.7832334,127.150727,2406.693801,56991,785,17.15,0.013774105,279.6252927
청당동한양수자인블루시티,2018,2,25.64579875,37900,청당동 978,36.7780815,127.1508483,2910.442914,56991,785,17.15,0.013774105,208.5823343
청당동한양수자인블루시티,2018,14,22.36452075,35400,청당동 978,36.7780815,127.1508483,2910.442914,56991,785,17.15,0.013774105,208.5823343
청당동한양수자인블루시티,2018,14,22.36452075,35400,청당동 978,36.7780815,127.1508483,2910.442914,56991,785,17.15,0.013774105,208.5823343
청당동한양수자인블루시티,2018,5,22.36452075,31200,청당동 978,36.7780815,127.1508483,2910.442914,56991,785,17.15,0.013774105,208.5823343
청당동한양수자인블루시티,2018,8,22.36452075,30000,청당동 978,36.7780815,127.1508483,2910.442914,56991,785,17.15,0.013774105,208.5823343
청당동한양수자인블루시티,2018,11,25.64579875,35500,청당동 978,36.7780815,127.1508483,2910.442914,56991,785,17.15,0.013774105,208.5823343
청당동한양수자인블루시티,2018,20,25.695318,34000,청당동 978,36.7780815,127.1508483,2910.442914,56991,785,17.15,0.013774105,208.5823343
청당동한양수자인블루시티,2018,4,22.36452075,34000,청당동 978,36.7780815,127.1508483,2910.442914,56991,785,17.15,0.013774105,208.5823343
우미린,2010,8,36.88796925,55500,청당동 456,36.78368,127.1477715,2231.46454,56991,785,17.15,0.013774105,205.1202506
청당마을벽산블루밍,2007,7,25.7025175,25000,청당동 440,36.7791106,127.1560244,3050.860507,56991,785,17.15,0.013774105,408.1315828
청당코오롱하늘채,2019,11,17.981447,27500,청당동 992,36.7797668,127.1468225,2592.606774,56991,785,17.15,0.013774105,420.470739
청당코오롱하늘채,2019,11,18.12546725,25500,청당동 992,36.7797668,127.1468225,2592.606774,56991,785,17.15,0.013774105,420.470739
청당코오롱하늘채,2019,15,18.12546725,26400,청당동 992,36.7797668,127.1468225,2592.606774,56991,785,17.15,0.013774105,420.470739
청당코오롱하늘채,2019,11,18.12546725,26800,청당동 992,36.7797668,127.1468225,2592.606774,56991,785,17.15,0.013774105,420.470739
청당코오롱하늘채,2019,6,18.149032,25500,청당동 992,36.7797668,127.1468225,2592.606774,56991,785,17.15,0.013774105,420.470739
청당코오롱하늘채,2019,21,18.12546725,22000,청당동 992,36.7797668,127.1468225,2592.606774,56991,785,17.15,0.013774105,420.470739
청당마을신도브래뉴,2006,15,25.6438325,23000,청당동 436,36.7786683,127.1414384,2472.036048,56991,785,17.15,0.013774105,295.1664218
청당마을신도브래뉴,2006,13,25.6916275,22000,청당동 436,36.7786683,127.1414384,2472.036048,56991,785,17.15,0.013774105,295.1664218
청수 포레나(FORENA),2015,2,26.792304,38800,청당동 466,36.7858873,127.1475462,2006.996443,56991,785,17.15,0.013774105,138.6980986
청수 포레나(FORENA),2015,3,26.222636,34700,청당동 466,36.7858873,127.1475462,2006.996443,56991,785,17.15,0.013774105,138.6980986
봉명청솔(3차),2001,11,17.04285,12500,봉명동 494,36.8109972,127.1325224,1108.602479,18730,1068,1.57,0.057020822,230.715784
봉명청솔(3차),2001,14,17.04285,10500,봉명동 494,36.8109972,127.1325224,1108.602479,18730,1068,1.57,0.057020822,230.715784
봉명청솔(3차),2001,5,17.04285,12500,봉명동 494,36.8109972,127.1325224,1108.602479,18730,1068,1.57,0.057020822,230.715784
봉명청솔(3차),2001,15,17.04285,12600,봉명동 494,36.8109972,127.1325224,1108.602479,18730,1068,1.57,0.057020822,230.715784
봉명청솔(3차),2001,1,17.04285,10800,봉명동 494,36.8109972,127.1325224,1108.602479,18730,1068,1.57,0.057020822,230.715784
봉명청솔(3차),2001,6,17.04285,12000,봉명동 494,36.8109972,127.1325224,1108.602479,18730,1068,1.57,0.057020822,230.715784
봉명청솔(3차),2001,4,17.04285,12300,봉명동 494,36.8109972,127.1325224,1108.602479,18730,1068,1.57,0.057020822,230.715784
봉명청솔(3차),2001,14,17.04285,13000,봉명동 494,36.8109972,127.1325224,1108.602479,18730,1068,1.57,0.057020822,230.715784
봉명청솔(3차),2001,2,17.04285,11500,봉명동 494,36.8109972,127.1325224,1108.602479,18730,1068,1.57,0.057020822,230.715784
봉명청솔(3차),2001,5,17.04285,12000,봉명동 494,36.8109972,127.1325224,1108.602479,18730,1068,1.57,0.057020822,230.715784
봉명청솔(3차),2001,11,17.04285,12800,봉명동 494,36.8109972,127.1325224,1108.602479,18730,1068,1.57,0.057020822,230.715784
봉명청솔(3차),2001,8,17.04285,13000,봉명동 494,36.8109972,127.1325224,1108.602479,18730,1068,1.57,0.057020822,230.715784
e편한세상봉명아너리움,2020,7,18.09055875,29300,봉명동 204-3,36.8116474,127.1346505,1083.30117,18730,1068,1.57,0.057020822,327.3608606
e편한세상봉명아너리움,2020,22,18.09055875,28700,봉명동 204-3,36.8116474,127.1346505,1083.30117,18730,1068,1.57,0.057020822,327.3608606
e편한세상봉명아너리움,2020,25,18.09055875,27000,봉명동 204-3,36.8116474,127.1346505,1083.30117,18730,1068,1.57,0.057020822,327.3608606
e편한세상봉명아너리움,2020,19,18.09055875,27300,봉명동 204-3,36.8116474,127.1346505,1083.30117,18730,1068,1.57,0.057020822,327.3608606
e편한세상봉명아너리움,2020,11,18.09055875,28000,봉명동 204-3,36.8116474,127.1346505,1083.30117,18730,1068,1.57,0.057020822,327.3608606
e편한세상봉명아너리움,2020,25,18.09055875,29000,봉명동 204-3,36.8116474,127.1346505,1083.30117,18730,1068,1.57,0.057020822,327.3608606
e편한세상봉명아너리움,2020,5,18.09055875,27300,봉명동 204-3,36.8116474,127.1346505,1083.30117,18730,1068,1.57,0.057020822,327.3608606
e편한세상봉명아너리움,2020,21,18.09055875,28700,봉명동 204-3,36.8116474,127.1346505,1083.30117,18730,1068,1.57,0.057020822,327.3608606
봉명동선경,1991,4,31.493275,16900,봉명동 60-54,36.8083991,127.1371,776.2048954,18730,1068,1.57,0.057020822,402.0584965
봉서산아이파크,2018,3,18.13423975,31500,봉명동 513,36.8062298,127.1370767,536.7429844,18730,1068,1.57,0.057020822,217.7979197
일봉산해피트리,2017,8,25.7049375,27000,다가동 578,36.7972001,127.1400392,586.7068393,22805,345,2.54,0.015128261,314.9784084
일봉산해피트리,2017,2,25.6961045,27000,다가동 578,36.7972001,127.1400392,586.7068393,22805,345,2.54,0.015128261,314.9784084
일봉산해피트리,2017,1,25.69897825,25900,다가동 578,36.7972001,127.1400392,586.7068393,22805,345,2.54,0.015128261,314.9784084
일봉산해피트리,2017,18,25.7049375,31000,다가동 578,36.7972001,127.1400392,586.7068393,22805,345,2.54,0.015128261,314.9784084
한성,2000,8,8.833,6500,다가동 520,36.8028506,127.1444177,752.0907807,22805,345,2.54,0.015128261,355.7482643
한성,2000,2,8.321775,6500,다가동 520,36.8028506,127.1444177,752.0907807,22805,345,2.54,0.015128261,355.7482643
한성,2000,6,8.833,6500,다가동 520,36.8028506,127.1444177,752.0907807,22805,345,2.54,0.015128261,355.7482643
한성,2000,2,8.833,6500,다가동 520,36.8028506,127.1444177,752.0907807,22805,345,2.54,0.015128261,355.7482643
한성,2000,4,8.321775,6500,다가동 520,36.8028506,127.1444177,752.0907807,22805,345,2.54,0.015128261,355.7482643
한성,2000,8,8.321775,6500,다가동 520,36.8028506,127.1444177,752.0907807,22805,345,2.54,0.015128261,355.7482643
한성,2000,6,8.321775,6500,다가동 520,36.8028506,127.1444177,752.0907807,22805,345,2.54,0.015128261,355.7482643
한성,2000,10,8.833,6500,다가동 520,36.8028506,127.1444177,752.0907807,22805,345,2.54,0.015128261,355.7482643
한성,2000,9,8.833,5000,다가동 520,36.8028506,127.1444177,752.0907807,22805,345,2.54,0.015128261,355.7482643
한성,2000,3,8.833,6500,다가동 520,36.8028506,127.1444177,752.0907807,22805,345,2.54,0.015128261,355.7482643
한성,2000,8,8.833,6500,다가동 520,36.8028506,127.1444177,752.0907807,22805,345,2.54,0.015128261,355.7482643
한성,2000,2,8.321775,6500,다가동 520,36.8028506,127.1444177,752.0907807,22805,345,2.54,0.015128261,355.7482643
한성,2000,4,8.833,6500,다가동 520,36.8028506,127.1444177,752.0907807,22805,345,2.54,0.015128261,355.7482643
한성,2000,2,8.833,6500,다가동 520,36.8028506,127.1444177,752.0907807,22805,345,2.54,0.015128261,355.7482643
한성,2000,2,8.833,6500,다가동 520,36.8028506,127.1444177,752.0907807,22805,345,2.54,0.015128261,355.7482643
한성,2000,7,8.833,5500,다가동 520,36.8028506,127.1444177,752.0907807,22805,345,2.54,0.015128261,355.7482643
한성,2000,1,8.321775,6500,다가동 520,36.8028506,127.1444177,752.0907807,22805,345,2.54,0.015128261,355.7482643
한성,2000,3,8.833,6500,다가동 520,36.8028506,127.1444177,752.0907807,22805,345,2.54,0.015128261,355.7482643
아트빌,2004,8,12.03345,4400,다가동 27-2,36.7939513,127.1505413,1529.335081,22805,345,2.54,0.015128261,531.8287934
아트빌,2004,10,12.03345,4400,다가동 27-2,36.7939513,127.1505413,1529.335081,22805,345,2.54,0.015128261,531.8287934
아트빌,2004,7,12.03345,4500,다가동 27-2,36.7939513,127.1505413,1529.335081,22805,345,2.54,0.015128261,531.8287934
신성,1990,11,22.8569,10000,다가동 440-10,36.7972794,127.1362403,464.9295107,22805,345,2.54,0.015128261,350.6509224
용곡마을아이파크,2006,14,47.2199475,32000,용곡동 334,36.7947182,127.1445909,1061.465875,22805,345,2.54,0.015128261,775.5346484
용곡1차세광엔리치타워,2005,2,46.30201125,28000,용곡동 571,36.7801705,127.1406727,2314.229519,44194,785,5.47,0.017762592,123.2610457
용곡마을동일하이빌(1단지),2005,3,25.704998,22200,용곡동 575,36.7921097,127.1372045,1043.928982,22805,345,2.54,0.015128261,313.9298006
용곡마을동일하이빌(1단지),2005,2,25.704998,21700,용곡동 575,36.7921097,127.1372045,1043.928982,22805,345,2.54,0.015128261,313.9298006
용곡마을동일하이빌(1단지),2005,12,25.704998,25000,용곡동 575,36.7921097,127.1372045,1043.928982,22805,345,2.54,0.015128261,313.9298006
용곡마을동일하이빌(1단지),2005,5,25.704998,26300,용곡동 575,36.7921097,127.1372045,1043.928982,22805,345,2.54,0.015128261,313.9298006
초원그린타운,1998,1,11.879175,7000,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,2,11.879175,7500,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,9,11.879175,8650,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,1,11.879175,7000,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,11,11.879175,9000,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,8,11.879175,9000,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,9,11.879175,8200,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,6,11.879175,8500,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,8,11.879175,6900,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,8,11.879175,6900,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,2,11.879175,6500,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,8,11.879175,7900,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,15,11.879175,6300,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,1,11.879175,7100,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,15,11.879175,6500,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,5,11.879175,7850,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,11,11.879175,8200,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,14,11.879175,7980,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,12,11.879175,8200,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,6,11.879175,7600,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,3,11.879175,6900,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,1,11.879175,5700,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,5,11.879175,6900,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,12,11.879175,6700,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,2,11.879175,7500,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,8,11.879175,8000,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,6,11.879175,7250,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
초원그린타운,1998,9,11.879175,6800,신방동 920,36.7874864,127.1263122,816.8706271,44194,785,5.47,0.017762592,271.3687424
신방한성필하우스,2010,12,32.75001125,39000,신방동 1557,36.7762835,127.1328703,2169.25351,44194,785,5.47,0.017762592,652.2873825
신방한성필하우스,2010,8,32.7479845,31000,신방동 1557,36.7762835,127.1328703,2169.25351,44194,785,5.47,0.017762592,652.2873825
신방한라비발디,2009,14,25.7019125,26000,신방동 1893,36.7710432,127.13369,2714.835029,44194,785,5.47,0.017762592,253.6366654
신방한라비발디,2009,12,25.710322,26000,신방동 1893,36.7710432,127.13369,2714.835029,44194,785,5.47,0.017762592,253.6366654
신방한라비발디,2009,6,25.7019125,26000,신방동 1893,36.7710432,127.13369,2714.835029,44194,785,5.47,0.017762592,253.6366654
두레현대1,1997,8,18.1484875,16500,신방동 895,36.7924469,127.1322916,1059.489568,44194,785,5.47,0.017762592,211.344226
두레현대1,1997,11,18.1484875,13000,신방동 895,36.7924469,127.1322916,1059.489568,44194,785,5.47,0.017762592,211.344226
두레현대1,1997,5,18.1484875,14500,신방동 895,36.7924469,127.1322916,1059.489568,44194,785,5.47,0.017762592,211.344226
두레현대2,1997,9,25.69677,14500,신방동 897,36.7909566,127.1302754,930.0680573,44194,785,5.47,0.017762592,149.3309604
두레현대2,1997,12,18.1484875,15600,신방동 897,36.7909566,127.1302754,930.0680573,44194,785,5.47,0.017762592,149.3309604
향촌현대,1997,20,25.6278,21000,신방동 905,36.7892741,127.1300407,971.4630385,44194,785,5.47,0.017762592,218.6977131
향촌현대,1997,13,22.623975,18000,신방동 905,36.7892741,127.1300407,971.4630385,44194,785,5.47,0.017762592,218.6977131
향촌현대,1997,11,25.6278,19900,신방동 905,36.7892741,127.1300407,971.4630385,44194,785,5.47,0.017762592,218.6977131
향촌현대,1997,3,22.623975,17250,신방동 905,36.7892741,127.1300407,971.4630385,44194,785,5.47,0.017762592,218.6977131
향촌현대,1997,19,25.6278,20000,신방동 905,36.7892741,127.1300407,971.4630385,44194,785,5.47,0.017762592,218.6977131
향촌현대,1997,10,25.6278,20000,신방동 905,36.7892741,127.1300407,971.4630385,44194,785,5.47,0.017762592,218.6977131
향촌현대,1997,9,25.6278,19200,신방동 905,36.7892741,127.1300407,971.4630385,44194,785,5.47,0.017762592,218.6977131
향촌현대,1997,5,22.623975,17900,신방동 905,36.7892741,127.1300407,971.4630385,44194,785,5.47,0.017762592,218.6977131
신방푸르지오,2009,11,25.70115625,20000,신방동 1911,36.7719536,127.1318895,2554.696608,44194,785,5.47,0.017762592,171.497351
신방푸르지오,2009,7,25.70115625,25000,신방동 1911,36.7719536,127.1318895,2554.696608,44194,785,5.47,0.017762592,171.497351
대우목화4,1990,3,25.5552,17500,쌍용동 554,36.8021825,127.1328515,304.5585912,37106,743,1.88,0.020023716,386.022273
대림한내,1995,10,18.0837525,18400,신부동 544,36.8237587,127.1565461,1306.50285,41214,4476,11.54,0.108603873,295.4871787
대림한내,1995,15,18.0837525,16900,신부동 544,36.8237587,127.1565461,1306.50285,41214,4476,11.54,0.108603873,295.4871787
한화,1997,5,5.81405,3300,신부동 495-8,36.8202898,127.1619172,1764.71305,41214,4476,11.54,0.108603873,298.1306053
한화,1997,6,7.202525,4050,신부동 495-8,36.8202898,127.1619172,1764.71305,41214,4476,11.54,0.108603873,298.1306053
한화,1997,6,7.202525,4500,신부동 495-8,36.8202898,127.1619172,1764.71305,41214,4476,11.54,0.108603873,298.1306053
한화,1997,4,5.81405,3000,신부동 495-8,36.8202898,127.1619172,1764.71305,41214,4476,11.54,0.108603873,298.1306053
힐스테이트천안신부,2017,10,22.672738,37000,신부동 978,36.8279898,127.1565952,940.5121584,41214,4476,11.54,0.108603873,276.8070731
힐스테이트천안신부,2017,5,17.96006025,26400,신부동 978,36.8279898,127.1565952,940.5121584,41214,4476,11.54,0.108603873,276.8070731
힐스테이트천안신부,2017,3,22.672738,34300,신부동 978,36.8279898,127.1565952,940.5121584,41214,4476,11.54,0.108603873,276.8070731
힐스테이트천안신부,2017,8,17.96006025,27000,신부동 978,36.8279898,127.1565952,940.5121584,41214,4476,11.54,0.108603873,276.8070731
힐스테이트천안신부,2017,7,22.672738,30000,신부동 978,36.8279898,127.1565952,940.5121584,41214,4476,11.54,0.108603873,276.8070731
신부동도솔노블시티동문굿모닝힐,2018,13,25.703425,43200,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,2,21.99175,35800,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,14,21.99175,36600,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,20,22.672375,38100,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,5,21.99175,31500,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,11,21.99175,38100,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,9,21.99175,38500,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,4,18.128825,30600,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,6,22.672375,39700,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,13,18.128825,30900,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,12,22.672375,39700,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,9,18.128825,30600,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,24,18.128825,30000,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,19,25.703425,43900,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,19,21.99175,38100,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,29,22.672375,39700,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,15,18.128825,30600,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,3,22.672375,38500,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,7,18.128825,30900,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,4,25.703425,42500,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,21,22.672375,40100,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,6,18.128825,30600,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,29,18.128825,30900,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,3,21.99175,37000,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,2,25.703425,41700,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,17,18.098575,29700,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
