아파트,건축년도,층,전용면적,거래금액,주소,Latitude,Longitude,근처역(m),인구수,외국인수,크기(km^2),외국인 비율,근처 초등학교
동일하이빌,2004,2,22.654225,33000,불당동 750,36.8081692,127.1131033,1808.566992,70203,835,4.66,0.011894079,436.5463497
동일하이빌,2004,8,25.709475,36900,불당동 750,36.8081692,127.1131033,1808.566992,70203,835,4.66,0.011894079,436.5463497
동일하이빌,2004,15,25.709475,38000,불당동 750,36.8081692,127.1131033,1808.566992,70203,835,4.66,0.011894079,436.5463497
동일하이빌,2004,11,25.709475,37500,불당동 750,36.8081692,127.1131033,1808.566992,70203,835,4.66,0.011894079,436.5463497
동일하이빌,2004,9,25.709475,39000,불당동 750,36.8081692,127.1131033,1808.566992,70203,835,4.66,0.011894079,436.5463497
동일하이빌,2004,14,25.709475,35200,불당동 750,36.8081692,127.1131033,1808.566992,70203,835,4.66,0.011894079,436.5463497
불당파크푸르지오1단지,2018,19,30.24960675,68000,불당동 1492,36.821001,127.1085135,3106.41392,70203,835,4.66,0.011894079,285.9747596
불당파크푸르지오1단지,2018,18,30.24960675,71000,불당동 1492,36.821001,127.1085135,3106.41392,70203,835,4.66,0.011894079,285.9747596
대원칸타빌,2004,14,25.682855,32000,불당동 787,36.8033291,127.1160716,1213.811128,70203,835,4.66,0.011894079,195.4464869
대원칸타빌,2004,1,25.682855,30000,불당동 787,36.8033291,127.1160716,1213.811128,70203,835,4.66,0.011894079,195.4464869
대원칸타빌,2004,7,32.6836125,34000,불당동 787,36.8033291,127.1160716,1213.811128,70203,835,4.66,0.011894079,195.4464869
대원칸타빌,2004,7,40.49023,43500,불당동 787,36.8033291,127.1160716,1213.811128,70203,835,4.66,0.011894079,195.4464869
대원칸타빌,2004,1,40.49023,43800,불당동 787,36.8033291,127.1160716,1213.811128,70203,835,4.66,0.011894079,195.4464869
대원칸타빌,2004,11,25.682855,35000,불당동 787,36.8033291,127.1160716,1213.811128,70203,835,4.66,0.011894079,195.4464869
대원칸타빌,2004,7,18.1466725,25000,불당동 787,36.8033291,127.1160716,1213.811128,70203,835,4.66,0.011894079,195.4464869
불당풍림아이원아파트,2016,3,13.8483895,20000,불당동 1426,36.8008824,127.1091119,936.812853,70203,835,4.66,0.011894079,544.5633014
불당풍림아이원아파트,2016,5,13.8483895,19000,불당동 1426,36.8008824,127.1091119,936.812853,70203,835,4.66,0.011894079,544.5633014
불당풍림아이원아파트,2016,5,13.8483895,19900,불당동 1426,36.8008824,127.1091119,936.812853,70203,835,4.66,0.011894079,544.5633014
불당풍림아이원아파트,2016,6,13.8483895,24000,불당동 1426,36.8008824,127.1091119,936.812853,70203,835,4.66,0.011894079,544.5633014
불당아이파크,2004,9,25.697375,46000,불당동 757,36.8085382,127.1092892,1750.275125,70203,835,4.66,0.011894079,275.6230201
불당아이파크,2004,14,25.697375,42000,불당동 757,36.8085382,127.1092892,1750.275125,70203,835,4.66,0.011894079,275.6230201
불당아이파크,2004,1,25.697375,34300,불당동 757,36.8085382,127.1092892,1750.275125,70203,835,4.66,0.011894079,275.6230201
불당아이파크,2004,9,25.697375,44000,불당동 757,36.8085382,127.1092892,1750.275125,70203,835,4.66,0.011894079,275.6230201
불당아이파크,2004,13,25.697375,39000,불당동 757,36.8085382,127.1092892,1750.275125,70203,835,4.66,0.011894079,275.6230201
불당아이파크,2004,12,25.697375,44000,불당동 757,36.8085382,127.1092892,1750.275125,70203,835,4.66,0.011894079,275.6230201
불당아이파크,2004,1,25.697375,34300,불당동 757,36.8085382,127.1092892,1750.275125,70203,835,4.66,0.011894079,275.6230201
불당이안,2015,15,22.666325,44000,불당동 1503,36.8201516,127.1029199,2997.664185,70203,835,4.66,0.011894079,326.5260897
불당이안,2015,25,25.68225,45500,불당동 1503,36.8201516,127.1029199,2997.664185,70203,835,4.66,0.011894079,326.5260897
불당이안,2015,27,25.6883,46000,불당동 1503,36.8201516,127.1029199,2997.664185,70203,835,4.66,0.011894079,326.5260897
천안 불당 지웰시티푸르지오 2단지,2017,11,30.226405,77000,불당동 1614,36.8118182,127.1057185,2068.759623,70203,835,4.66,0.011894079,700.7913172
천안 불당 지웰시티푸르지오 2단지,2017,5,30.2300955,74000,불당동 1614,36.8118182,127.1057185,2068.759623,70203,835,4.66,0.011894079,700.7913172
천안 불당 지웰시티푸르지오 2단지,2017,13,30.2300955,77000,불당동 1614,36.8118182,127.1057185,2068.759623,70203,835,4.66,0.011894079,700.7913172
메가트로피,2014,3,5.780775,4500,불당동 737,36.8105463,127.1111011,2007.75081,70203,835,4.66,0.011894079,532.7038927
메가트로피,2014,10,5.8201,4600,불당동 737,36.8105463,127.1111011,2007.75081,70203,835,4.66,0.011894079,532.7038927
불당파크푸르지오2단지,2018,14,30.24960675,65000,불당동 1494,36.8191145,127.107942,2892.479794,70203,835,4.66,0.011894079,142.0653048
불당파크푸르지오2단지,2018,2,33.57583625,75500,불당동 1494,36.8191145,127.107942,2892.479794,70203,835,4.66,0.011894079,142.0653048
불당호반베르디움TheFirst,2016,12,18.12459,42000,불당동 1811,36.8069127,127.1035104,1525.067951,70203,835,4.66,0.011894079,493.7737535
불당호반베르디움TheFirst,2016,4,25.65481325,53300,불당동 1811,36.8069127,127.1035104,1525.067951,70203,835,4.66,0.011894079,493.7737535
불당호반베르디움TheFirst,2016,6,25.65481325,55500,불당동 1811,36.8069127,127.1035104,1525.067951,70203,835,4.66,0.011894079,493.7737535
불당호반베르디움TheFirst,2016,16,25.65481325,59000,불당동 1811,36.8069127,127.1035104,1525.067951,70203,835,4.66,0.011894079,493.7737535
불당호반베르디움TheFirst,2016,1,18.09071,36000,불당동 1811,36.8069127,127.1035104,1525.067951,70203,835,4.66,0.011894079,493.7737535
불당호반베르디움TheFirst,2016,3,18.09071,37500,불당동 1811,36.8069127,127.1035104,1525.067951,70203,835,4.66,0.011894079,493.7737535
불당호반베르디움TheFirst,2016,10,18.12459,39000,불당동 1811,36.8069127,127.1035104,1525.067951,70203,835,4.66,0.011894079,493.7737535
불당호반베르디움TheFirst,2016,11,18.12459,41700,불당동 1811,36.8069127,127.1035104,1525.067951,70203,835,4.66,0.011894079,493.7737535
불당호반베르디움TheFirst,2016,18,18.12459,42500,불당동 1811,36.8069127,127.1035104,1525.067951,70203,835,4.66,0.011894079,493.7737535
불당호반베르디움TheFirst,2016,5,18.12459,45000,불당동 1811,36.8069127,127.1035104,1525.067951,70203,835,4.66,0.011894079,493.7737535
천안불당린스트라우스2단지,2017,9,25.70430225,60000,불당동 1546,36.8148174,127.1013259,2419.111983,70203,835,4.66,0.011894079,653.2626509
천안불당린스트라우스2단지,2017,3,25.70430225,58000,불당동 1546,36.8148174,127.1013259,2419.111983,70203,835,4.66,0.011894079,653.2626509
천안불당린스트라우스2단지,2017,3,25.70430225,58000,불당동 1546,36.8148174,127.1013259,2419.111983,70203,835,4.66,0.011894079,653.2626509
천안불당린스트라우스2단지,2017,29,34.28410975,97000,불당동 1546,36.8148174,127.1013259,2419.111983,70203,835,4.66,0.011894079,653.2626509
천안불당린스트라우스2단지,2017,8,30.247217,68500,불당동 1546,36.8148174,127.1013259,2419.111983,70203,835,4.66,0.011894079,653.2626509
천안불당린스트라우스2단지,2017,9,25.68935875,59500,불당동 1546,36.8148174,127.1013259,2419.111983,70203,835,4.66,0.011894079,653.2626509
천안불당린스트라우스2단지,2017,22,25.68935875,59900,불당동 1546,36.8148174,127.1013259,2419.111983,70203,835,4.66,0.011894079,653.2626509
천안불당린스트라우스2단지,2017,7,25.70430225,58500,불당동 1546,36.8148174,127.1013259,2419.111983,70203,835,4.66,0.011894079,653.2626509
천안불당린스트라우스2단지,2017,31,30.247217,67000,불당동 1546,36.8148174,127.1013259,2419.111983,70203,835,4.66,0.011894079,653.2626509
천안불당린스트라우스2단지,2017,3,30.247217,69500,불당동 1546,36.8148174,127.1013259,2419.111983,70203,835,4.66,0.011894079,653.2626509
천안불당린스트라우스2단지,2017,18,25.70430225,63000,불당동 1546,36.8148174,127.1013259,2419.111983,70203,835,4.66,0.011894079,653.2626509
천안불당린스트라우스2단지,2017,24,25.68935875,62900,불당동 1546,36.8148174,127.1013259,2419.111983,70203,835,4.66,0.011894079,653.2626509
불당한성필하우스,2004,8,18.14434325,22500,불당동 788,36.8026632,127.1135848,1231.159094,70203,835,4.66,0.011894079,136.6718172
불당한성필하우스,2004,12,18.14434325,22900,불당동 788,36.8026632,127.1135848,1231.159094,70203,835,4.66,0.011894079,136.6718172
불당한성필하우스,2004,10,18.14434325,22000,불당동 788,36.8026632,127.1135848,1231.159094,70203,835,4.66,0.011894079,136.6718172
천안불당지웰더샵,2016,18,25.6301595,69000,불당동 1548,36.8148856,127.1048398,2407.910252,70203,835,4.66,0.011894079,487.7038134
천안불당지웰더샵,2016,13,25.6301595,67100,불당동 1548,36.8148856,127.1048398,2407.910252,70203,835,4.66,0.011894079,487.7038134
천안불당지웰더샵,2016,22,25.6301595,65000,불당동 1548,36.8148856,127.1048398,2407.910252,70203,835,4.66,0.011894079,487.7038134
천안불당지웰더샵,2016,1,29.99822925,75000,불당동 1548,36.8148856,127.1048398,2407.910252,70203,835,4.66,0.011894079,487.7038134
천안불당지웰더샵,2016,27,30.0510155,97000,불당동 1548,36.8148856,127.1048398,2407.910252,70203,835,4.66,0.011894079,487.7038134
천안불당지웰더샵,2016,24,25.70369725,66500,불당동 1548,36.8148856,127.1048398,2407.910252,70203,835,4.66,0.011894079,487.7038134
천안불당지웰더샵,2016,19,25.70369725,64500,불당동 1548,36.8148856,127.1048398,2407.910252,70203,835,4.66,0.011894079,487.7038134
천안불당지웰더샵,2016,22,25.70369725,68000,불당동 1548,36.8148856,127.1048398,2407.910252,70203,835,4.66,0.011894079,487.7038134
천안불당지웰더샵,2016,18,25.70369725,70000,불당동 1548,36.8148856,127.1048398,2407.910252,70203,835,4.66,0.011894079,487.7038134
천안불당금호어울림,2020,26,25.69435,46000,불당동 1466,36.822964,127.1060616,3308.35426,70203,835,4.66,0.011894079,430.1142554
천안불당금호어울림,2020,24,22.666325,39300,불당동 1466,36.822964,127.1060616,3308.35426,70203,835,4.66,0.011894079,430.1142554
천안불당금호어울림,2020,21,22.666325,39300,불당동 1466,36.822964,127.1060616,3308.35426,70203,835,4.66,0.011894079,430.1142554
천안불당금호어울림,2020,25,25.69435,48000,불당동 1466,36.822964,127.1060616,3308.35426,70203,835,4.66,0.011894079,430.1142554
천안 불당 지웰시티푸르지오 1단지,2017,15,30.2300955,80500,불당동 1544,36.814544,127.1065482,2375.554028,70203,835,4.66,0.011894079,507.212351
천안 불당 지웰시티푸르지오 1단지,2017,8,30.226405,79300,불당동 1544,36.814544,127.1065482,2375.554028,70203,835,4.66,0.011894079,507.212351
천안불당호반써밋플레이스,2017,11,30.2239245,71000,불당동 1613,36.8121513,127.1040104,2104.757988,70203,835,4.66,0.011894079,800.4262122
천안불당호반써밋플레이스,2017,5,25.633608,62000,불당동 1613,36.8121513,127.1040104,2104.757988,70203,835,4.66,0.011894079,800.4262122
천안불당호반써밋플레이스,2017,14,25.70690375,64500,불당동 1613,36.8121513,127.1040104,2104.757988,70203,835,4.66,0.011894079,800.4262122
천안불당호반써밋플레이스,2017,2,25.633608,62000,불당동 1613,36.8121513,127.1040104,2104.757988,70203,835,4.66,0.011894079,800.4262122
천안불당호반써밋플레이스,2017,10,25.70690375,62000,불당동 1613,36.8121513,127.1040104,2104.757988,70203,835,4.66,0.011894079,800.4262122
불당오딧세이,2019,9,7.68086825,10200,불당동 687,36.8117065,127.1114586,2140.497287,70203,835,4.66,0.011894079,664.7539992
e편한세상천안부성,2018,12,18.146975,23200,신당동 705,36.8549352,127.1503299,1870.779572,51636,1535,11.93,0.029727322,367.829541
e편한세상천안부성,2018,12,22.04145075,25000,신당동 705,36.8549352,127.1503299,1870.779572,51636,1535,11.93,0.029727322,367.829541
e편한세상천안부성,2018,11,21.9055375,25000,신당동 705,36.8549352,127.1503299,1870.779572,51636,1535,11.93,0.029727322,367.829541
현대한솔,1997,19,12.9591,8200,성환읍 성월리 150,36.9181064,127.1359433,816.4196191,26467,3112,57.03,0.117580383,320.7594691
현대한솔,1997,13,12.9591,8200,성환읍 성월리 150,36.9181064,127.1359433,816.4196191,26467,3112,57.03,0.117580383,320.7594691
아포리예미원,2006,8,25.5274305,18300,성환읍 성월리 95-7,36.9129713,127.1338525,740.074526,26467,3112,57.03,0.117580383,608.603281
미산라이프아파트,2016,8,20.99219925,16500,성환읍 성월리 147-1,36.9175939,127.1376037,953.8565951,26467,3112,57.03,0.117580383,474.3028864
미산라이프아파트,2016,2,20.99219925,15800,성환읍 성월리 147-1,36.9175939,127.1376037,953.8565951,26467,3112,57.03,0.117580383,474.3028864
성환삼풍,1993,7,17.9548875,9800,성환읍 매주리 312,36.9120975,127.1313535,642.8962586,26467,3112,57.03,0.117580383,696.4017207
성환삼풍,1993,7,17.9548875,9800,성환읍 매주리 312,36.9120975,127.1313535,642.8962586,26467,3112,57.03,0.117580383,696.4017207
성환골드,1991,5,18.0274875,8000,성환읍 매주리 319-1,36.9132551,127.1290653,424.7878927,26467,3112,57.03,0.117580383,606.0870921
성환골드,1991,1,19.8198,9200,성환읍 매주리 319-1,36.9132551,127.1290653,424.7878927,26467,3112,57.03,0.117580383,606.0870921
성환부영,1998,4,18.0774,11200,성환읍 매주리 183,36.9028149,127.1344258,1678.885273,26467,3112,57.03,0.117580383,1732.898736
천안성환e-편한세상,2009,15,25.698706,27000,성환읍 매주리 182-10,36.9017219,127.132489,1734.461962,26467,3112,57.03,0.117580383,1844.568609
미성,1989,6,19.4084,9000,성환읍 매주리 314-1,36.9123048,127.1329119,720.0010543,26467,3112,57.03,0.117580383,669.6634849
미성,1989,5,19.4084,8500,성환읍 매주리 314-1,36.9123048,127.1329119,720.0010543,26467,3112,57.03,0.117580383,669.6634849
이화,1998,2,17.76522,7000,성환읍 율금리 447-2,36.8993173,127.1076986,2578.914802,26467,3112,57.03,0.117580383,2361.193176
이화,1998,3,15.87762,7500,성환읍 율금리 447-2,36.8993173,127.1076986,2578.914802,26467,3112,57.03,0.117580383,2361.193176
두진그린힐,2001,3,18.0698375,8700,성환읍 율금리 773,36.8993173,127.1076986,2578.914802,26467,3112,57.03,0.117580383,2361.193176
두진그린힐,2001,12,18.14395,9900,성환읍 율금리 773,36.8993173,127.1076986,2578.914802,26467,3112,57.03,0.117580383,2361.193176
두진그린힐,2001,12,11.6765,3800,성환읍 율금리 773,36.8993173,127.1076986,2578.914802,26467,3112,57.03,0.117580383,2361.193176
두진그린힐,2001,5,18.14395,8700,성환읍 율금리 773,36.8993173,127.1076986,2578.914802,26467,3112,57.03,0.117580383,2361.193176
두진그린힐,2001,10,18.0698375,8900,성환읍 율금리 773,36.8993173,127.1076986,2578.914802,26467,3112,57.03,0.117580383,2361.193176
두진그린힐,2001,5,18.14395,8700,성환읍 율금리 773,36.8993173,127.1076986,2578.914802,26467,3112,57.03,0.117580383,2361.193176
두진그린힐,2001,10,11.6765,4700,성환읍 율금리 773,36.8993173,127.1076986,2578.914802,26467,3112,57.03,0.117580383,2361.193176
두진그린힐,2001,3,18.0698375,9000,성환읍 율금리 773,36.8993173,127.1076986,2578.914802,26467,3112,57.03,0.117580383,2361.193176
두진그린힐,2001,9,11.6765,4900,성환읍 율금리 773,36.8993173,127.1076986,2578.914802,26467,3112,57.03,0.117580383,2361.193176
두진그린힐,2001,3,18.14395,9200,성환읍 율금리 773,36.8993173,127.1076986,2578.914802,26467,3112,57.03,0.117580383,2361.193176
두진그린힐,2001,1,18.0698375,8100,성환읍 율금리 773,36.8993173,127.1076986,2578.914802,26467,3112,57.03,0.117580383,2361.193176
영흥,1993,2,17.69625,7500,성환읍 송덕리 55-12,36.9233841,127.1181627,1079.270699,26467,3112,57.03,0.117580383,1068.379389
영흥,1993,2,17.69625,7500,성환읍 송덕리 55-12,36.9233841,127.1181627,1079.270699,26467,3112,57.03,0.117580383,1068.379389
영흥,1993,1,21.78,8000,성환읍 송덕리 55-12,36.9233841,127.1181627,1079.270699,26467,3112,57.03,0.117580383,1068.379389
영흥,1993,6,17.69625,7500,성환읍 송덕리 55-12,36.9233841,127.1181627,1079.270699,26467,3112,57.03,0.117580383,1068.379389
한미래,2003,5,15.0645,8400,성환읍 수향리 466-5,36.9557587,127.1316902,4366.402667,26467,3112,57.03,0.117580383,1571.325772
한미래,2003,1,15.0645,7900,성환읍 수향리 466-5,36.9557587,127.1316902,4366.402667,26467,3112,57.03,0.117580383,1571.325772
한미래,2003,9,17.9685,8900,성환읍 수향리 466-5,36.9557587,127.1316902,4366.402667,26467,3112,57.03,0.117580383,1571.325772
근로자복지,1994,5,11.074525,2400,성환읍 수향리 214-9,36.9438516,127.1516025,3733.486468,26467,3112,57.03,0.117580383,710.7278698
근로자복지,1994,5,11.074525,2550,성환읍 수향리 214-9,36.9438516,127.1516025,3733.486468,26467,3112,57.03,0.117580383,710.7278698
장미근로복지,1998,5,18.0048,10000,성거읍 천흥리 429,36.8724206,127.2021131,5192.167287,22058,1258,31.46,0.057031463,225.314625
장미근로복지,1998,9,18.0048,11500,성거읍 천흥리 429,36.8724206,127.2021131,5192.167287,22058,1258,31.46,0.057031463,225.314625
장미근로복지,1998,9,18.0048,10700,성거읍 천흥리 429,36.8724206,127.2021131,5192.167287,22058,1258,31.46,0.057031463,225.314625
성거백승,1995,14,18.104625,10500,성거읍 천흥리 425-1,36.8734869,127.2025397,5235.180811,22058,1258,31.46,0.057031463,317.0562093
금정샛별,2000,3,11.05335,4300,성거읍 오목리 58,36.8886735,127.2069599,5956.626122,22058,1258,31.46,0.057031463,1990.59913
삼일원앙,1998,2,17.923125,11000,성거읍 저리 53-2,36.8817425,127.2003663,5175.619311,22058,1258,31.46,0.057031463,1114.648846
삼일원앙,1998,9,11.4723125,6670,성거읍 저리 53-2,36.8817425,127.2003663,5175.619311,22058,1258,31.46,0.057031463,1114.648846
삼일원앙,1998,9,11.4723125,6200,성거읍 저리 53-2,36.8817425,127.2003663,5175.619311,22058,1258,31.46,0.057031463,1114.648846
청호포도마을,1997,6,22.7601,13500,성거읍 저리 1-3,36.8818444,127.2026891,5379.325524,22058,1258,31.46,0.057031463,1154.912917
청호포도마을,1997,4,18.02295,9700,성거읍 저리 1-3,36.8818444,127.2026891,5379.325524,22058,1258,31.46,0.057031463,1154.912917
청호포도마을,1997,9,18.02295,8800,성거읍 저리 1-3,36.8818444,127.2026891,5379.325524,22058,1258,31.46,0.057031463,1154.912917
하늘빛,2003,7,15.69975,7200,성거읍 문덕리 231-6,36.8760726,127.1810447,3364.418283,22058,1258,31.46,0.057031463,1664.141152
하늘빛,2003,6,17.953375,7500,성거읍 문덕리 231-6,36.8760726,127.1810447,3364.418283,22058,1258,31.46,0.057031463,1664.141152
하늘빛,2003,10,17.953375,8400,성거읍 문덕리 231-6,36.8760726,127.1810447,3364.418283,22058,1258,31.46,0.057031463,1664.141152
하늘빛,2003,1,17.953375,8000,성거읍 문덕리 231-6,36.8760726,127.1810447,3364.418283,22058,1258,31.46,0.057031463,1664.141152
육영원룸,1996,2,8.349,2900,성거읍 요방리 160-22,36.8516605,127.181819,3539.326379,22058,1258,31.46,0.057031463,2218.168471
육영원룸,1996,2,8.349,3000,성거읍 요방리 160-22,36.8516605,127.181819,3539.326379,22058,1258,31.46,0.057031463,2218.168471
육영원룸,1996,4,8.349,2800,성거읍 요방리 160-22,36.8516605,127.181819,3539.326379,22058,1258,31.46,0.057031463,2218.168471
육영원룸,1996,2,8.349,2950,성거읍 요방리 160-22,36.8516605,127.181819,3539.326379,22058,1258,31.46,0.057031463,2218.168471
육영원룸,1996,3,8.349,2750,성거읍 요방리 160-22,36.8516605,127.181819,3539.326379,22058,1258,31.46,0.057031463,2218.168471
성거벽산,1998,7,21.722525,15900,성거읍 신월리 3-3,36.8787393,127.1582851,1556.230524,22058,1258,31.46,0.057031463,473.4308519
성거벽산,1998,14,21.722525,15450,성거읍 신월리 3-3,36.8787393,127.1582851,1556.230524,22058,1258,31.46,0.057031463,473.4308519
직산역꿈에그린,2019,17,18.142982,26000,성거읍 신월리 467,36.8729606,127.1488137,502.4016064,22058,1258,31.46,0.057031463,514.9013836
직산역꿈에그린,2019,9,21.91651825,27900,성거읍 신월리 467,36.8729606,127.1488137,502.4016064,22058,1258,31.46,0.057031463,514.9013836
직산역꿈에그린,2019,21,21.91651825,26000,성거읍 신월리 467,36.8729606,127.1488137,502.4016064,22058,1258,31.46,0.057031463,514.9013836
직산역꿈에그린,2019,22,21.91651825,26000,성거읍 신월리 467,36.8729606,127.1488137,502.4016064,22058,1258,31.46,0.057031463,514.9013836
희홍밸러-뷰,2010,4,16.95509475,8000,직산읍 군동리 39,36.8958254,127.1668676,3447.813638,21887,1972,30.52,0.090099146,954.8785205
희홍밸러-뷰,2010,1,16.95509475,8500,직산읍 군동리 39,36.8958254,127.1668676,3447.813638,21887,1972,30.52,0.090099146,954.8785205
희홍밸러-뷰,2010,1,16.95509475,7500,직산읍 군동리 39,36.8958254,127.1668676,3447.813638,21887,1972,30.52,0.090099146,954.8785205
희홍밸러-뷰,2010,1,16.95509475,7500,직산읍 군동리 39,36.8958254,127.1668676,3447.813638,21887,1972,30.52,0.090099146,954.8785205
청호7차,1995,1,16.8916,5200,직산읍 군서리 428-5,36.8962308,127.1436206,2714.512394,21887,1972,30.52,0.090099146,1824.590051
청호7차,1995,6,16.8916,3000,직산읍 군서리 428-5,36.8962308,127.1436206,2714.512394,21887,1972,30.52,0.090099146,1824.590051
청호,1993,2,16.12325,4700,직산읍 군서리 428-3,36.8951895,127.1435778,2698.590499,21887,1972,30.52,0.090099146,1882.006366
청호,1993,4,16.12325,5250,직산읍 군서리 428-3,36.8951895,127.1435778,2698.590499,21887,1972,30.52,0.090099146,1882.006366
직산부영,1998,5,15.022755,7900,직산읍 수헐리 16-1,36.8940082,127.1391224,2600.302743,21887,1972,30.52,0.090099146,1995.63807
직산부영,1998,8,15.022755,8400,직산읍 수헐리 16-1,36.8940082,127.1391224,2600.302743,21887,1972,30.52,0.090099146,1995.63807
직산부영,1998,3,18.0774,10500,직산읍 수헐리 16-1,36.8940082,127.1391224,2600.302743,21887,1972,30.52,0.090099146,1995.63807
직산부영,1998,10,18.0774,9600,직산읍 수헐리 16-1,36.8940082,127.1391224,2600.302743,21887,1972,30.52,0.090099146,1995.63807
직산부영,1998,3,15.022755,8100,직산읍 수헐리 16-1,36.8940082,127.1391224,2600.302743,21887,1972,30.52,0.090099146,1995.63807
직산부영,1998,6,18.0774,9800,직산읍 수헐리 16-1,36.8940082,127.1391224,2600.302743,21887,1972,30.52,0.090099146,1995.63807
직산부영,1998,10,15.022755,7900,직산읍 수헐리 16-1,36.8940082,127.1391224,2600.302743,21887,1972,30.52,0.090099146,1995.63807
직산부영,1998,10,18.0774,10500,직산읍 수헐리 16-1,36.8940082,127.1391224,2600.302743,21887,1972,30.52,0.090099146,1995.63807
직산부영,1998,10,15.022755,8400,직산읍 수헐리 16-1,36.8940082,127.1391224,2600.302743,21887,1972,30.52,0.090099146,1995.63807
직산코아루,2005,15,25.6952575,21800,직산읍 삼은리 395,36.8781992,127.1529894,1151.910012,21887,1972,30.52,0.090099146,442.2444262
직산코아루,2005,7,25.6952575,20700,직산읍 삼은리 395,36.8781992,127.1529894,1151.910012,21887,1972,30.52,0.090099146,442.2444262
직산한도,1993,5,22.3108875,12900,직산읍 삼은리 70,36.8797402,127.1544983,1368.079989,21887,1972,30.52,0.090099146,620.2126506
직산한도,1993,8,13.8983625,7800,직산읍 삼은리 70,36.8797402,127.1544983,1368.079989,21887,1972,30.52,0.090099146,620.2126506
직산한도,1993,15,13.4083125,7300,직산읍 삼은리 70,36.8797402,127.1544983,1368.079989,21887,1972,30.52,0.090099146,620.2126506
직산한도,1993,5,13.8983625,7500,직산읍 삼은리 70,36.8797402,127.1544983,1368.079989,21887,1972,30.52,0.090099146,620.2126506
직산한도,1993,2,13.4083125,7000,직산읍 삼은리 70,36.8797402,127.1544983,1368.079989,21887,1972,30.52,0.090099146,620.2126506
청림,1990,2,9.92805,4500,직산읍 삼은리 72-19,36.8801217,127.1521913,1267.772391,21887,1972,30.52,0.090099146,463.7038902
직산산호,1997,2,15.0645,3700,직산읍 상덕리 107,36.8948721,127.1243218,2435.489068,21887,1972,30.52,0.090099146,2013.286451
직산산호,1997,2,15.0645,3700,직산읍 상덕리 107,36.8948721,127.1243218,2435.489068,21887,1972,30.52,0.090099146,2013.286451
직산산호,1997,4,15.0645,4550,직산읍 상덕리 107,36.8948721,127.1243218,2435.489068,21887,1972,30.52,0.090099146,2013.286451
직산산호,1997,3,15.0645,4900,직산읍 상덕리 107,36.8948721,127.1243218,2435.489068,21887,1972,30.52,0.090099146,2013.286451
청솔,1995,5,18.07135,3200,직산읍 부송리 152-16,36.8773378,127.1288837,1504.468027,21887,1972,30.52,0.090099146,1322.618761
청솔,1995,5,18.07135,3400,직산읍 부송리 152-16,36.8773378,127.1288837,1504.468027,21887,1972,30.52,0.090099146,1322.618761
청솔,1995,2,18.07135,5200,직산읍 부송리 152-16,36.8773378,127.1288837,1504.468027,21887,1972,30.52,0.090099146,1322.618761
청호4차,1992,6,18.013875,5100,직산읍 부송리 60-3,36.8760567,127.1391956,701.40709,21887,1972,30.52,0.090099146,807.879936
청호4차,1992,6,18.013875,5000,직산읍 부송리 60-3,36.8760567,127.1391956,701.40709,21887,1972,30.52,0.090099146,807.879936
청호4차,1992,2,25.5673,11500,직산읍 부송리 60-3,36.8760567,127.1391956,701.40709,21887,1972,30.52,0.090099146,807.879936
청호4차,1992,3,18.013875,5500,직산읍 부송리 60-3,36.8760567,127.1391956,701.40709,21887,1972,30.52,0.090099146,807.879936
우성8차,1995,4,15.037275,6800,직산읍 모시리 206-13,36.8697738,127.1271418,1485.013269,21887,1972,30.52,0.090099146,1526.681601
우성8차,1995,7,15.037275,6300,직산읍 모시리 206-13,36.8697738,127.1271418,1485.013269,21887,1972,30.52,0.090099146,1526.681601
우성8차,1995,7,15.037275,6300,직산읍 모시리 206-13,36.8697738,127.1271418,1485.013269,21887,1972,30.52,0.090099146,1526.681601
우성8차,1995,12,15.037275,7550,직산읍 모시리 206-13,36.8697738,127.1271418,1485.013269,21887,1972,30.52,0.090099146,1526.681601
우성8차,1995,3,15.037275,5800,직산읍 모시리 206-13,36.8697738,127.1271418,1485.013269,21887,1972,30.52,0.090099146,1526.681601
우성8차,1995,11,15.037275,6450,직산읍 모시리 206-13,36.8697738,127.1271418,1485.013269,21887,1972,30.52,0.090099146,1526.681601
우성8차,1995,8,15.037275,5750,직산읍 모시리 206-13,36.8697738,127.1271418,1485.013269,21887,1972,30.52,0.090099146,1526.681601
우성8차,1995,15,15.037275,6100,직산읍 모시리 206-13,36.8697738,127.1271418,1485.013269,21887,1972,30.52,0.090099146,1526.681601
우성8차,1995,4,15.037275,6500,직산읍 모시리 206-13,36.8697738,127.1271418,1485.013269,21887,1972,30.52,0.090099146,1526.681601
우성8차,1995,8,15.037275,6370,직산읍 모시리 206-13,36.8697738,127.1271418,1485.013269,21887,1972,30.52,0.090099146,1526.681601
동보호수마을,1997,10,7.7818125,2300,직산읍 모시리 253-38,36.8696854,127.119255,2185.422187,21887,1972,30.52,0.090099146,1102.96881
동보호수마을,1997,1,7.7818125,2200,직산읍 모시리 253-38,36.8696854,127.119255,2185.422187,21887,1972,30.52,0.090099146,1102.96881
동보호수마을,1997,12,7.7818125,2220,직산읍 모시리 253-38,36.8696854,127.119255,2185.422187,21887,1972,30.52,0.090099146,1102.96881
동보호수마을,1997,4,7.7818125,2150,직산읍 모시리 253-38,36.8696854,127.119255,2185.422187,21887,1972,30.52,0.090099146,1102.96881
